source target weight
87 114 0.55
87 160 1.08
88 49 0.68
88 151 0.91
88 118 0.95
89 135 0.63
89 151 0.77
89 76 1.15
90 115 1.34
90 117 0.7
90 156 0.61
91 147 1.29
91 152 0.82
91 110 1.36
92 137 2.6
92 38 0.76
92 135 0.75
93 148 1.04
93 153 2.93
93 79 0.45
94 117 1.48
94 186 0.32
94 29 0.9
95 195 1.87
95 188 0.3
95 73 1.95
96 72 1.92
96 75 0.66
96 96 1.13
97 65 1.54
97 130 1.22
97 169 1.49
98 101 1.04
98 39 1.49
98 187 1.23
99 22 1.08
99 183 1.01
99 68 0.87
100 20 2.39
100 68 1.33
100 143 0.81
101 85 1.1
101 46 1.1
101 57 1.65
102 136 2.41
102 168 0.47
102 101 1.63
103 51 0.85
103 93 0.97
103 180 0.69
104 5 0.81
104 65 1.29
104 10 1.46
105 83 0.84
105 93 1.35
105 46 2.69
106 56 1.2
106 25 0.73
106 77 1.36
107 44 0.37
107 122 1.13
107 47 1.23
108 44 0.75
108 172 1.14
108 161 0.98
109 124 0.51
109 74 1.74
109 10 1.32
110 169 0.88
110 114 0.89
110 167 0.34
111 41 1.42
111 84 0.79
111 7 0.69
112 179 0.5
112 135 0.79
112 98 0.56
113 14 1.31
113 154 0.66
113 66 1.09
114 175 1.92
114 13 1.06
114 4 0.93
115 187 1.0
115 143 3.0
115 21 2.74
116 21 1.56
116 181 0.87
116 175 1.12
117 192 0.6
117 151 1.2
117 74 1.01
118 177 1.51
118 134 1.1
118 88 0.73
119 102 1.16
119 134 1.04
119 44 1.64
120 96 1.18
120 138 0.45
120 121 1.46
121 126 0.6
121 56 0.48
121 62 2.0
122 194 0.86
122 17 0.91
122 128 1.18
123 198 0.85
123 75 1.5
123 183 1.48
124 177 1.63
124 41 1.23
124 110 1.41
125 28 0.81
125 160 0.9
125 198 0.68
126 129 1.0
126 3 1.32
126 50 1.19
127 56 1.74
127 160 0.66
127 48 0.57
128 43 0.92
128 137 2.0
128 125 0.92
129 107 0.83
129 166 1.23
129 78 1.45
130 200 0.85
130 118 0.52
130 50 1.05
131 172 2.83
131 11 1.14
131 197 1.56
132 157 1.94
132 68 0.76
132 111 1.44
133 165 1.65
133 70 1.42
133 140 0.98
134 98 0.81
134 177 1.18
134 185 1.25
135 51 0.84
135 163 1.35
135 84 3.19
136 175 0.9
136 35 2.22
136 162 0.63
137 198 0.87
137 11 0.97
137 14 1.17
138 7 0.97
138 140 0.34
138 140 1.34
139 195 1.45
139 120 0.83
139 132 0.73
140 67 0.89
140 168 2.05
140 102 2.02
141 17 0.66
141 172 0.77
141 113 0.89
142 149 1.31
142 92 0.77
142 15 1.01
143 157 0.4
143 82 0.54
143 118 0.72
144 174 2.74
144 191 0.75
144 35 0.6
145 2 1.15
145 180 0.54
145 15 1.09
146 187 0.94
146 98 0.66
146 3 1.04
147 167 0.54
147 157 0.79
147 198 1.61
148 31 1.11
148 198 1.01
148 104 1.0
149 1 1.06
149 195 0.46
149 147 2.14
150 192 1.17
150 100 1.44
150 199 0.87
151 70 0.89
151 151 1.3
151 179 1.38
152 177 0.29
152 191 0.72
152 49 1.04
153 174 0.43
153 102 1.18
153 106 0.5
154 39 0.82
154 39 2.1
154 167 0.7
155 98 1.64
155 48 1.53
155 123 0.86
156 155 0.55
156 95 1.04
156 56 0.86
157 146 0.55
157 30 1.04
157 54 1.06
158 88 0.94
158 49 0.51
158 119 0.64
159 50 0.96
159 131 1.14
159 15 1.33
160 85 1.05
160 123 0.55
160 131 1.35
161 196 0.34
161 156 1.5
161 106 1.84
162 80 0.57
162 88 2.38
162 64 1.18
163 7 1.01
163 144 2.12
163 117 0.47
164 151 0.94
164 85 0.65
164 158 1.21
165 138 0.66
165 51 1.23
165 127 0.53
166 53 1.16
166 145 1.66
166 126 1.67
167 197 1.59
167 98 0.78
167 76 0.52
168 92 1.01
168 180 0.47
168 47 0.59
169 22 1.74
169 152 2.54
169 57 0.65
170 113 1.11
170 189 0.55
170 76 1.38
171 153 1.14
171 133 0.66
171 101 0.88
172 85 0.9
172 89 0.65
172 120 1.0
173 63 2.08
173 30 1.02
173 161 1.67
174 119 1.68
174 86 0.56
174 111 3.58
175 15 1.34
175 197 1.07
175 84 0.77
176 111 1.49
176 11 0.99
176 69 1.73
177 198 0.93
177 9 3.04
177 12 0.62
178 59 0.5
178 177 1.44
178 58 0.93
179 39 0.74
179 133 0.5
179 147 0.9
180 64 0.44
180 77 1.74
180 107 0.7
181 107 0.94
181 171 0.6
181 27 0.78
182 199 0.98
182 125 1.08
182 150 0.43
183 44 0.55
183 165 1.19
183 46 0.84
184 31 0.76
184 33 0.6
184 92 1.03
185 108 0.33
185 173 1.15
185 172 2.23
186 4 1.08
186 146 1.31
186 84 0.37
187 65 0.82
187 27 1.4
187 124 0.43
188 145 0.66
188 29 0.98
188 21 0.87
189 27 0.71
189 2 0.97
189 134 0.76
190 194 1.0
190 140 0.89
190 147 2.01
191 66 0.57
191 17 2.01
191 180 1.02
192 13 1.17
192 17 1.48
192 128 1.6
193 183 1.26
193 27 1.35
193 39 2.05
194 133 0.86
194 131 0.74
194 54 0.62
195 88 0.67
195 37 0.86
195 55 1.99
196 169 0.87
196 160 0.6
196 84 0.79
197 183 1.6
197 93 1.5
197 84 1.63
198 157 2.2
198 60 0.72
198 63 0.89
199 27 1.2
199 58 1.0
199 108 0.37
