"Unnamed:6" "DAY_OF_MONTH" "source" "target" "ARR_DELAY_NEW" "AIR_TIME" "DISTANCE"
15749 17 10140 12889 23.0 76.0 486.0
15750 17 12889 14683 0.0 123.0 1069.0
15751 17 14683 12889 18.0 153.0 1069.0
15752 17 12889 10666 9.0 133.0 954.0
15753 17 10666 12889 9.0 125.0 954.0
15754 17 12889 11638 0.0 47.0 259.0
15755 17 11638 12889 0.0 50.0 259.0
15756 17 12889 11423 9.0 136.0 1216.0
15757 17 11423 12889 51.0 164.0 1216.0
15758 17 12889 11648 103.0 114.0 845.0
15759 17 11648 12889 114.0 118.0 845.0
15760 17 12889 12278 0.0 116.0 986.0
15761 17 12278 12889 0.0 140.0 986.0
15762 17 12889 10423 0.0 133.0 1090.0
15763 17 10423 12889 0.0 151.0 1090.0
15764 17 12889 12173 13.0 366.0 2762.0
15765 17 12173 12889 0.0 321.0 2762.0
15766 17 12889 12173 0.0 361.0 2762.0
15767 17 12173 12889 0.0 320.0 2762.0
15768 17 12889 11042 1.0 212.0 1824.0
15769 17 14747 12889 16.0 115.0 867.0
15770 17 11042 12889 0.0 234.0 1824.0
15771 17 12889 14747 0.0 128.0 867.0
15772 17 11298 12889 134.0 157.0 1055.0
15773 17 12889 11298 123.0 135.0 1055.0
15774 17 11433 12889 0.0 232.0 1749.0
15775 17 15304 12889 19.0 266.0 1984.0
15776 17 12889 15304 0.0 226.0 1984.0
15777 17 12889 11433 0.0 207.0 1749.0
15778 17 13796 12889 0.0 62.0 407.0
15779 17 12266 12889 30.0 164.0 1222.0
15780 17 12889 14747 13.0 138.0 867.0
15781 17 12266 12889 28.0 169.0 1222.0
15782 17 11298 12889 30.0 152.0 1055.0
15783 17 12889 11298 0.0 129.0 1055.0
15784 17 12889 14679 0.0 43.0 258.0
15785 17 13930 12889 5.0 201.0 1514.0
15786 17 12889 12266 17.0 145.0 1222.0
15787 17 14747 12889 1.0 113.0 867.0
15788 17 14057 12889 0.0 103.0 763.0
15789 17 12889 12266 0.0 145.0 1222.0
15790 17 12889 11066 0.0 207.0 1771.0
15791 17 11066 12889 0.0 233.0 1771.0
15792 17 14122 12889 4.0 241.0 1910.0
15793 17 12889 14122 0.0 225.0 1910.0
15794 17 14679 12889 0.0 49.0 258.0
15795 17 12889 13930 0.0 180.0 1514.0
15796 17 14679 12889 0.0 49.0 258.0
15797 17 13930 12889 0.0 199.0 1514.0
15798 17 12889 13796 0.0 63.0 407.0
15799 17 13796 12889 0.0 66.0 407.0
15800 17 12889 14057 0.0 109.0 763.0
15801 17 14100 12889 107.0 277.0 2176.0
15802 17 12889 11433 0.0 206.0 1749.0
15803 17 12889 14100 0.0 261.0 2176.0
15804 17 12889 13796 0.0 64.0 407.0
15805 17 12889 13930 0.0 179.0 1514.0
15806 17 12889 13930 1.0 178.0 1514.0
15807 17 13930 12889 0.0 194.0 1514.0
15808 17 13796 12889 2.0 65.0 407.0
15809 17 12889 13495 0.0 167.0 1500.0
15810 17 11298 12889 1.0 147.0 1055.0
15811 17 12889 11298 0.0 124.0 1055.0
15812 17 13495 12889 9.0 209.0 1500.0
15813 17 11433 12889 0.0 226.0 1749.0
15814 17 12889 14679 0.0 51.0 258.0
15815 17 14057 12889 0.0 104.0 763.0
15816 17 12889 14057 0.0 111.0 763.0
15817 17 11292 12889 0.0 94.0 628.0
15818 17 12889 12892 0.0 45.0 236.0
15819 17 12889 11292 0.0 79.0 628.0
15820 17 12892 12889 0.0 45.0 236.0
15821 17 12889 13487 1.0 162.0 1299.0
15822 17 13487 12889 0.0 170.0 1299.0
15823 17 14679 12889 3.0 59.0 258.0
15824 17 12889 10721 0.0 280.0 2381.0
15825 17 10721 12889 24.0 316.0 2381.0
15826 17 12889 14679 0.0 48.0 258.0
15827 17 10821 12889 0.0 274.0 2106.0
15828 17 12889 10821 21.0 246.0 2106.0
15829 17 11433 12889 22.0 234.0 1749.0
15830 17 11292 12889 8.0 98.0 628.0
15831 17 12889 12892 15.0 42.0 236.0
15832 17 12889 11292 0.0 82.0 628.0
15833 17 12892 12889 0.0 46.0 236.0
15834 17 13204 12889 0.0 271.0 2039.0
15835 17 12889 13204 7.0 230.0 2039.0
15836 17 12889 13796 0.0 62.0 407.0
15837 17 11618 12889 0.0 300.0 2227.0
15838 17 12889 11618 5.0 259.0 2227.0
15839 17 11697 12889 0.0 292.0 2173.0
15840 17 12889 11433 61.0 212.0 1749.0
15841 17 10397 12889 5.0 250.0 1747.0
15842 17 12889 10397 0.0 204.0 1747.0
15843 17 12889 13198 0.0 137.0 1139.0
15844 17 11298 12889 20.0 149.0 1055.0
15845 17 13198 12889 0.0 159.0 1139.0
15846 17 12889 11697 0.0 246.0 2173.0
15847 17 12892 14570 0.0 59.0 391.0
15848 17 14570 12892 0.0 64.0 391.0
15849 17 12892 14570 0.0 57.0 391.0
15850 17 14570 12892 0.0 68.0 391.0
15851 17 14570 14747 0.0 97.0 564.0
15852 17 14747 14570 0.0 82.0 564.0
15853 17 14570 14747 10000 10000 564.0
15854 17 14747 14570 0.0 80.0 564.0
15855 17 12889 14908 0.0 40.0 226.0
15856 17 14908 12889 0.0 49.0 226.0
15857 17 12889 12892 0.0 46.0 236.0
15858 17 12889 12892 0.0 47.0 236.0
15859 17 12892 12889 0.0 44.0 236.0
15860 17 12892 12889 0.0 45.0 236.0
15861 17 14570 14869 0.0 66.0 422.0
15862 17 14869 14570 0.0 61.0 422.0
15863 17 12889 12892 0.0 48.0 236.0
15864 17 12892 12889 0.0 48.0 236.0
15865 17 12889 14908 0.0 45.0 226.0
15866 17 14908 12889 0.0 45.0 226.0
15867 17 12889 14908 0.0 42.0 226.0
15868 17 14908 12889 0.0 48.0 226.0
15869 17 12889 14908 4.0 44.0 226.0
15870 17 14908 12889 0.0 47.0 226.0
15871 17 14570 14771 10000 10000 192.0
15872 17 12892 14570 1.0 66.0 391.0
15873 17 14570 12892 0.0 66.0 391.0
15874 17 12892 14570 0.0 60.0 391.0
15875 17 14570 12892 39.0 71.0 391.0
15876 17 14570 14771 135.0 49.0 192.0
15877 17 14771 14570 38.0 37.0 192.0
15878 17 14771 14570 10000 10000 192.0
15879 17 11525 14869 0.0 36.0 200.0
15880 17 14869 11525 0.0 29.0 200.0
15881 17 11525 14869 6.0 47.0 200.0
15882 17 14869 11525 0.0 36.0 200.0
15883 17 10140 12889 0.0 78.0 486.0
15884 17 10140 12889 22.0 72.0 486.0
15885 17 10140 12889 0.0 76.0 486.0
15886 17 10140 12889 29.0 72.0 486.0
15887 17 10279 12889 38.0 113.0 758.0
15888 17 10397 12889 47.0 238.0 1747.0
15889 17 10397 12889 10000 10000 1747.0
15890 17 10397 12889 0.0 242.0 1747.0
15891 17 10397 12889 43.0 235.0 1747.0
15892 17 10423 12889 0.0 159.0 1090.0
15893 17 10423 12889 7.0 165.0 1090.0
15894 17 10423 12889 12.0 158.0 1090.0
15895 17 10529 12889 0.0 302.0 2297.0
15896 17 10599 12889 0.0 236.0 1618.0
15897 17 10693 12889 36.0 217.0 1587.0
15898 17 10693 12889 0.0 215.0 1587.0
15899 17 10693 12889 0.0 214.0 1587.0
15900 17 10693 12889 0.0 216.0 1587.0
15901 17 10713 12889 0.0 81.0 519.0
15902 17 10713 12889 0.0 80.0 519.0
15903 17 10792 12889 0.0 262.0 1986.0
15904 17 10792 12889 0.0 259.0 1986.0
15905 17 10800 12889 15.0 45.0 223.0
15906 17 10800 12889 18.0 40.0 223.0
15907 17 10800 12889 14.0 47.0 223.0
15908 17 10800 12889 0.0 44.0 223.0
15909 17 10800 12889 0.0 42.0 223.0
15910 17 10800 12889 68.0 42.0 223.0
15911 17 10800 12889 12.0 42.0 223.0
15912 17 10800 12889 5.0 43.0 223.0
15913 17 10800 12889 0.0 43.0 223.0
15914 17 10800 12889 0.0 46.0 223.0
15915 17 10821 12889 0.0 282.0 2106.0
15916 17 10821 12889 1.0 273.0 2106.0
15917 17 10821 12889 25.0 270.0 2106.0
15918 17 10821 12889 0.0 274.0 2106.0
15919 17 10821 12889 0.0 276.0 2106.0
15920 17 10821 12889 0.0 274.0 2106.0
15921 17 11042 12889 0.0 239.0 1824.0
15922 17 11066 12889 0.0 230.0 1771.0
15923 17 11066 12889 0.0 238.0 1771.0
15924 17 11259 12889 18.0 160.0 1067.0
15925 17 11259 12889 1.0 154.0 1067.0
15926 17 11259 12889 16.0 152.0 1067.0
15927 17 11259 12889 42.0 165.0 1067.0
15928 17 11259 12889 0.0 154.0 1067.0
15929 17 11292 12889 0.0 86.0 628.0
15930 17 11292 12889 0.0 89.0 628.0
15931 17 11292 12889 0.0 91.0 628.0
15932 17 11292 12889 2.0 95.0 628.0
15933 17 11292 12889 3.0 90.0 628.0
15934 17 11292 12889 2.0 90.0 628.0
15935 17 11292 12889 0.0 90.0 628.0
15936 17 11292 12889 0.0 88.0 628.0
15937 17 11292 12889 36.0 90.0 628.0
15938 17 11292 12889 0.0 92.0 628.0
15939 17 11292 14570 0.0 109.0 804.0
15940 17 11292 14570 7.0 112.0 804.0
15941 17 11423 12889 5.0 166.0 1216.0
15942 17 11433 12889 0.0 231.0 1749.0
15943 17 11540 12889 18.0 89.0 583.0
15944 17 11540 12889 0.0 94.0 583.0
15945 17 11697 12889 31.0 285.0 2173.0
15946 17 11884 12889 0.0 110.0 806.0
15947 17 11884 12889 0.0 112.0 806.0
15948 17 12191 12889 0.0 182.0 1235.0
15949 17 12191 12889 10.0 173.0 1235.0
15950 17 12191 12889 223.0 179.0 1235.0
15951 17 12191 12889 4.0 173.0 1235.0
15952 17 12191 12889 12.0 176.0 1235.0
15953 17 12278 12889 3.0 144.0 986.0
15954 17 12339 12889 13.0 213.0 1590.0
15955 17 12339 12889 0.0 208.0 1590.0
15956 17 12339 12889 0.0 214.0 1590.0
15957 17 12889 10140 0.0 63.0 486.0
15958 17 12889 10140 114.0 62.0 486.0
15959 17 12889 10140 6.0 63.0 486.0
15960 17 12889 10140 0.0 64.0 486.0
15961 17 12889 10279 0.0 90.0 758.0
15962 17 12889 10397 30.0 221.0 1747.0
15963 17 12889 10397 43.0 221.0 1747.0
15964 17 12889 10397 10000 10000 1747.0
15965 17 12889 10397 6.0 201.0 1747.0
15966 17 12889 10423 27.0 129.0 1090.0
15967 17 12889 10423 16.0 130.0 1090.0
15968 17 12889 10423 0.0 127.0 1090.0
15969 17 12889 10529 13.0 262.0 2297.0
15970 17 12889 10599 0.0 190.0 1618.0
15971 17 12889 10693 0.0 186.0 1587.0
15972 17 12889 10693 8.0 182.0 1587.0
15973 17 12889 10693 4.0 195.0 1587.0
15974 17 12889 10693 3.0 190.0 1587.0
15975 17 12889 10713 0.0 77.0 519.0
15976 17 12889 10713 119.0 79.0 519.0
15977 17 12889 10792 0.0 231.0 1986.0
15978 17 12889 10792 0.0 228.0 1986.0
15979 17 12889 10800 14.0 46.0 223.0
15980 17 12889 10800 32.0 44.0 223.0
15981 17 12889 10800 0.0 44.0 223.0
15982 17 12889 10800 14.0 42.0 223.0
15983 17 12889 10800 10.0 42.0 223.0
15984 17 12889 10800 5.0 44.0 223.0
15985 17 12889 10800 0.0 44.0 223.0
15986 17 12889 10800 0.0 42.0 223.0
15987 17 12889 10800 12.0 44.0 223.0
15988 17 12889 10800 0.0 46.0 223.0
15989 17 12889 10821 62.0 242.0 2106.0
15990 17 12889 10821 59.0 241.0 2106.0
15991 17 12889 10821 0.0 244.0 2106.0
15992 17 12889 10821 76.0 240.0 2106.0
15993 17 12889 10821 21.0 249.0 2106.0
15994 17 12889 10821 1.0 260.0 2106.0
15995 17 12889 11042 0.0 212.0 1824.0
15996 17 12889 11066 0.0 206.0 1771.0
15997 17 12889 11066 0.0 204.0 1771.0
15998 17 12889 11259 23.0 139.0 1067.0
15999 17 12889 11259 11.0 142.0 1067.0
16000 17 12889 11259 0.0 125.0 1067.0
16001 17 12889 11259 10.0 143.0 1067.0
16002 17 12889 11259 0.0 127.0 1067.0
16003 17 12889 11292 0.0 80.0 628.0
16004 17 12889 11292 140.0 80.0 628.0
16005 17 12889 11292 67.0 80.0 628.0
16006 17 12889 11292 0.0 78.0 628.0
16007 17 12889 11292 0.0 82.0 628.0
16008 17 12889 11292 15.0 81.0 628.0
16009 17 12889 11292 0.0 78.0 628.0
16010 17 12889 11292 0.0 78.0 628.0
16011 17 12889 11292 0.0 78.0 628.0
16012 17 12889 11292 0.0 80.0 628.0
16013 17 12889 11423 0.0 141.0 1216.0
16014 17 12889 11433 0.0 204.0 1749.0
16015 17 12889 11540 11.0 72.0 583.0
16016 17 12889 11540 0.0 76.0 583.0
16017 17 12889 11697 29.0 249.0 2173.0
16018 17 12889 11884 0.0 111.0 806.0
16019 17 12889 11884 0.0 109.0 806.0
16020 17 12889 12191 0.0 144.0 1235.0
16021 17 12889 12191 0.0 144.0 1235.0
16022 17 12889 12191 0.0 142.0 1235.0
16023 17 12889 12191 0.0 146.0 1235.0
16024 17 12889 12191 0.0 145.0 1235.0
16025 17 12889 12278 12.0 118.0 986.0
16026 17 12889 12339 0.0 189.0 1590.0
16027 17 12889 12339 193.0 186.0 1590.0
16028 17 12889 12339 0.0 183.0 1590.0
16029 17 12889 12892 7.0 45.0 236.0
16030 17 12889 12892 70.0 45.0 236.0
16031 17 12889 12892 0.0 44.0 236.0
16032 17 12889 12892 46.0 41.0 236.0
16033 17 12889 12892 8.0 46.0 236.0
16034 17 12889 12892 54.0 44.0 236.0
16035 17 12889 12892 2.0 45.0 236.0
16036 17 12889 12892 9.0 48.0 236.0
16037 17 12889 12892 1.0 46.0 236.0
16038 17 12889 12892 25.0 41.0 236.0
16039 17 12889 12896 0.0 91.0 775.0
16040 17 12889 12992 0.0 147.0 1294.0
16041 17 12889 13158 0.0 97.0 795.0
16042 17 12889 13198 0.0 137.0 1139.0
16043 17 12889 13198 0.0 137.0 1139.0
16044 17 12889 13198 45.0 141.0 1139.0
16045 17 12889 13198 34.0 140.0 1139.0
16046 17 12889 13204 0.0 241.0 2039.0
16047 17 12889 13204 0.0 242.0 2039.0
16048 17 12889 13232 0.0 178.0 1521.0
16049 17 12889 13232 160.0 183.0 1521.0
16050 17 12889 13232 0.0 182.0 1521.0
16051 17 12889 13232 0.0 183.0 1521.0
16052 17 12889 13232 0.0 182.0 1521.0
16053 17 12889 13232 23.0 185.0 1521.0
16054 17 12889 13232 0.0 180.0 1521.0
16055 17 12889 13232 46.0 183.0 1521.0
16056 17 12889 13232 17.0 185.0 1521.0
16057 17 12889 13342 65.0 180.0 1524.0
16058 17 12889 13342 0.0 181.0 1524.0
16059 17 12889 13342 0.0 176.0 1524.0
16060 17 12889 13495 0.0 168.0 1500.0
16061 17 12889 13495 131.0 171.0 1500.0
16062 17 12889 13796 19.0 64.0 407.0
16063 17 12889 13796 0.0 64.0 407.0
16064 17 12889 13796 7.0 64.0 407.0
16065 17 12889 13796 0.0 66.0 407.0
16066 17 12889 13796 0.0 63.0 407.0
16067 17 12889 13796 12.0 64.0 407.0
16068 17 12889 13796 0.0 64.0 407.0
16069 17 12889 13796 7.0 64.0 407.0
16070 17 12889 13851 0.0 116.0 986.0
16071 17 12889 13851 72.0 115.0 986.0
16072 17 12889 13871 0.0 133.0 1099.0
16073 17 12889 13871 172.0 135.0 1099.0
16074 17 12889 13871 2.0 130.0 1099.0
16075 17 12889 13891 7.0 37.0 197.0
16076 17 12889 13891 0.0 36.0 197.0
16077 17 12889 13891 0.0 35.0 197.0
16078 17 12889 13891 13.0 36.0 197.0
16079 17 12889 14057 0.0 112.0 763.0
16080 17 12889 14057 0.0 112.0 763.0
16081 17 12889 14057 0.0 112.0 763.0
16082 17 12889 14057 13.0 107.0 763.0
16083 17 12889 14100 7.0 250.0 2176.0
16084 17 12889 14107 0.0 46.0 255.0
16085 17 12889 14107 0.0 49.0 255.0
16086 17 12889 14107 24.0 46.0 255.0
16087 17 12889 14107 7.0 46.0 255.0
16088 17 12889 14107 0.0 45.0 255.0
16089 17 12889 14107 0.0 45.0 255.0
16090 17 12889 14107 10.0 45.0 255.0
16091 17 12889 14107 21.0 47.0 255.0
16092 17 12889 14107 6.0 44.0 255.0
16093 17 12889 14107 30.0 46.0 255.0
16094 17 12889 14107 25.0 42.0 255.0
16095 17 12889 14122 117.0 219.0 1910.0
16096 17 12889 14122 0.0 223.0 1910.0
16097 17 12889 14492 53.0 247.0 2026.0
16098 17 12889 14570 0.0 53.0 345.0
16099 17 12889 14570 3.0 53.0 345.0
16100 17 12889 14570 22.0 54.0 345.0
16101 17 12889 14570 0.0 56.0 345.0
16102 17 12889 14570 67.0 53.0 345.0
16103 17 12889 14570 59.0 54.0 345.0
16104 17 12889 14570 0.0 54.0 345.0
16105 17 12889 14570 0.0 54.0 345.0
16106 17 12889 14570 0.0 54.0 345.0
16107 17 12889 14570 0.0 56.0 345.0
16108 17 12889 14679 1.0 47.0 258.0
16109 17 12889 14679 3.0 46.0 258.0
16110 17 12889 14679 139.0 43.0 258.0
16111 17 12889 14679 10.0 46.0 258.0
16112 17 12889 14679 3.0 45.0 258.0
16113 17 12889 14679 0.0 46.0 258.0
16114 17 12889 14679 10.0 45.0 258.0
16115 17 12889 14679 39.0 44.0 258.0
16116 17 12889 14679 0.0 44.0 258.0
16117 17 12889 14679 0.0 46.0 258.0
16118 17 12889 14683 0.0 129.0 1069.0
16119 17 12889 14683 0.0 124.0 1069.0
16120 17 12889 14683 0.0 119.0 1069.0
16121 17 12889 14683 14.0 123.0 1069.0
16122 17 12889 14730 53.0 194.0 1624.0
16123 17 12889 14747 2.0 129.0 867.0
16124 17 12889 14747 3.0 132.0 867.0
16125 17 12889 14747 0.0 128.0 867.0
16126 17 12889 14771 0.0 71.0 414.0
16127 17 12889 14771 219.0 68.0 414.0
16128 17 12889 14771 129.0 68.0 414.0
16129 17 12889 14771 0.0 66.0 414.0
16130 17 12889 14771 2.0 64.0 414.0
16131 17 12889 14771 68.0 62.0 414.0
16132 17 12889 14831 0.0 59.0 386.0
16133 17 12889 14831 0.0 61.0 386.0
16134 17 12889 14831 0.0 60.0 386.0
16135 17 12889 14831 0.0 60.0 386.0
16136 17 12889 14831 20.0 60.0 386.0
16137 17 12889 14831 0.0 60.0 386.0
16138 17 12889 14831 62.0 59.0 386.0
16139 17 12889 14831 35.0 63.0 386.0
16140 17 12889 14831 0.0 60.0 386.0
16141 17 12889 14869 0.0 51.0 368.0
16142 17 12889 14869 33.0 53.0 368.0
16143 17 12889 14869 10000 10000 368.0
16144 17 12889 14869 0.0 55.0 368.0
16145 17 12889 14869 91.0 50.0 368.0
16146 17 12889 14893 1.0 63.0 397.0
16147 17 12889 14893 14.0 64.0 397.0
16148 17 12889 14893 29.0 60.0 397.0
16149 17 12889 14893 0.0 64.0 397.0
16150 17 12889 14893 0.0 66.0 397.0
16151 17 12889 14893 26.0 64.0 397.0
16152 17 12889 14893 0.0 65.0 397.0
16153 17 12889 14908 15.0 39.0 226.0
16154 17 12889 14908 12.0 38.0 226.0
16155 17 12889 14908 0.0 41.0 226.0
16156 17 12889 14908 49.0 41.0 226.0
16157 17 12889 14908 21.0 41.0 226.0
16158 17 12889 14908 17.0 41.0 226.0
16159 17 12889 15016 0.0 158.0 1371.0
16160 17 12889 15016 0.0 158.0 1371.0
16161 17 12889 15016 45.0 157.0 1371.0
16162 17 12889 15016 0.0 158.0 1371.0
16163 17 12889 15304 14.0 238.0 1984.0
16164 17 12889 15304 5.0 232.0 1984.0
16165 17 12889 15370 1.0 123.0 1076.0
16166 17 12889 15376 0.0 54.0 364.0
16167 17 12889 15376 27.0 58.0 364.0
16168 17 12889 15376 33.0 59.0 364.0
16169 17 12892 12889 0.0 44.0 236.0
16170 17 12892 12889 0.0 44.0 236.0
16171 17 12892 12889 41.0 46.0 236.0
16172 17 12892 12889 10.0 44.0 236.0
16173 17 12892 12889 11.0 48.0 236.0
16174 17 12892 12889 50.0 46.0 236.0
16175 17 12892 12889 27.0 44.0 236.0
16176 17 12892 12889 7.0 44.0 236.0
16177 17 12892 12889 0.0 44.0 236.0
16178 17 12892 12889 21.0 47.0 236.0
16179 17 12892 14570 52.0 58.0 391.0
16180 17 12892 14570 0.0 61.0 391.0
16181 17 12892 14570 0.0 56.0 391.0
16182 17 12896 12889 31.0 115.0 775.0
16183 17 12992 12889 0.0 181.0 1294.0
16184 17 13158 12889 6.0 123.0 795.0
16185 17 13198 12889 55.0 153.0 1139.0
16186 17 13198 12889 0.0 159.0 1139.0
16187 17 13198 12889 0.0 154.0 1139.0
16188 17 13198 12889 0.0 157.0 1139.0
16189 17 13204 12889 103.0 275.0 2039.0
16190 17 13204 12889 130.0 274.0 2039.0
16191 17 13232 12889 0.0 202.0 1521.0
16192 17 13232 12889 0.0 203.0 1521.0
16193 17 13232 12889 0.0 204.0 1521.0
16194 17 13232 12889 0.0 199.0 1521.0
16195 17 13232 12889 30.0 201.0 1521.0
16196 17 13232 12889 0.0 203.0 1521.0
16197 17 13232 12889 13.0 198.0 1521.0
16198 17 13232 12889 0.0 194.0 1521.0
16199 17 13232 12889 0.0 199.0 1521.0
16200 17 13232 14570 10.0 222.0 1680.0
16201 17 13342 12889 17.0 197.0 1524.0
16202 17 13342 12889 0.0 202.0 1524.0
16203 17 13342 12889 0.0 206.0 1524.0
16204 17 13495 12889 0.0 208.0 1500.0
16205 17 13495 12889 178.0 210.0 1500.0
16206 17 13796 12889 0.0 65.0 407.0
16207 17 13796 12889 5.0 69.0 407.0
16208 17 13796 12889 4.0 68.0 407.0
16209 17 13796 12889 0.0 61.0 407.0
16210 17 13796 12889 0.0 64.0 407.0
16211 17 13796 12889 25.0 68.0 407.0
16212 17 13796 12889 3.0 67.0 407.0
16213 17 13796 12889 1.0 66.0 407.0
16214 17 13796 14570 0.0 32.0 181.0
16215 17 13796 14570 0.0 40.0 181.0
16216 17 13796 14570 66.0 31.0 181.0
16217 17 13851 12889 23.0 151.0 986.0
16218 17 13851 12889 6.0 144.0 986.0
16219 17 13871 12889 0.0 152.0 1099.0
16220 17 13871 12889 24.0 147.0 1099.0
16221 17 13871 12889 30.0 149.0 1099.0
16222 17 13891 12889 19.0 42.0 197.0
16223 17 13891 12889 0.0 38.0 197.0
16224 17 13891 12889 2.0 41.0 197.0
16225 17 13891 12889 21.0 40.0 197.0
16226 17 14057 12889 19.0 104.0 763.0
16227 17 14057 12889 82.0 103.0 763.0
16228 17 14057 12889 0.0 104.0 763.0
16229 17 14057 12889 0.0 104.0 763.0
16230 17 14100 12889 0.0 286.0 2176.0
16231 17 14107 12889 0.0 42.0 255.0
16232 17 14107 12889 177.0 46.0 255.0
16233 17 14107 12889 2.0 44.0 255.0
16234 17 14107 12889 44.0 41.0 255.0
16235 17 14107 12889 9.0 44.0 255.0
16236 17 14107 12889 0.0 44.0 255.0
16237 17 14107 12889 41.0 41.0 255.0
16238 17 14107 12889 0.0 42.0 255.0
16239 17 14107 12889 0.0 41.0 255.0
16240 17 14107 12889 0.0 45.0 255.0
16241 17 14107 12889 0.0 44.0 255.0
16242 17 14107 14570 14.0 85.0 601.0
16243 17 14107 14570 3.0 86.0 601.0
16244 17 14122 12889 0.0 252.0 1910.0
16245 17 14122 12889 2.0 247.0 1910.0
16246 17 14492 12889 0.0 271.0 2026.0
16247 17 14570 11292 0.0 102.0 804.0
16248 17 14570 11292 0.0 107.0 804.0
16249 17 14570 12889 0.0 55.0 345.0
16250 17 14570 12889 0.0 55.0 345.0
16251 17 14570 12889 3.0 57.0 345.0
16252 17 14570 12889 0.0 54.0 345.0
16253 17 14570 12889 0.0 55.0 345.0
16254 17 14570 12889 0.0 53.0 345.0
16255 17 14570 12889 0.0 54.0 345.0
16256 17 14570 12889 59.0 57.0 345.0
16257 17 14570 12889 5.0 55.0 345.0
16258 17 14570 12889 72.0 56.0 345.0
16259 17 14570 12892 4.0 65.0 391.0
16260 17 14570 12892 83.0 62.0 391.0
16261 17 14570 12892 7.0 62.0 391.0
16262 17 14570 13232 0.0 204.0 1680.0
16263 17 14570 13796 14.0 39.0 181.0
16264 17 14570 13796 0.0 36.0 181.0
16265 17 14570 13796 0.0 39.0 181.0
16266 17 14570 14107 0.0 81.0 601.0
16267 17 14570 14107 4.0 84.0 601.0
16268 17 14570 14679 17.0 71.0 488.0
16269 17 14570 14679 0.0 69.0 488.0
16270 17 14570 14831 0.0 40.0 188.0
16271 17 14679 12889 18.0 54.0 258.0
16272 17 14679 12889 64.0 61.0 258.0
16273 17 14679 12889 20.0 54.0 258.0
16274 17 14679 12889 24.0 48.0 258.0
16275 17 14679 12889 0.0 50.0 258.0
16276 17 14679 12889 44.0 48.0 258.0
16277 17 14679 12889 44.0 49.0 258.0
16278 17 14679 12889 56.0 55.0 258.0
16279 17 14679 12889 0.0 51.0 258.0
16280 17 14679 12889 8.0 51.0 258.0
16281 17 14679 14570 99.0 69.0 488.0
16282 17 14679 14570 13.0 73.0 488.0
16283 17 14683 12889 12.0 153.0 1069.0
16284 17 14683 12889 14.0 161.0 1069.0
16285 17 14683 12889 0.0 159.0 1069.0
16286 17 14683 12889 35.0 157.0 1069.0
