source target weight
234 452 1.94
235 276 0.57
235 3 1.07
235 183 1.71
236 61 0.9
236 372 0.88
236 192 1.92
237 456 0.68
237 7 3.33
237 228 1.86
238 166 0.51
238 473 0.75
238 484 1.29
239 149 2.69
239 428 1.76
239 41 2.51
240 500 1.08
240 47 0.54
240 100 0.72
241 67 1.36
241 167 2.18
241 158 1.23
242 93 0.79
242 255 1.36
242 232 1.06
243 350 0.97
243 445 3.92
243 245 1.33
244 223 1.18
244 310 0.82
244 125 0.38
245 321 1.6
245 216 0.55
245 302 0.66
246 500 0.53
246 240 1.91
246 124 2.93
247 322 0.46
247 180 0.53
247 88 1.87
248 71 1.79
248 3 1.59
248 499 0.66
249 495 0.49
249 131 1.93
249 467 1.35
250 361 0.34
250 496 0.88
250 137 0.6
251 407 0.46
251 363 0.79
251 220 2.05
252 17 1.87
252 245 1.05
252 269 1.5
253 87 0.57
253 289 1.06
253 423 2.09
254 205 0.59
254 190 0.27
254 208 1.32
255 54 1.14
255 500 0.7
255 279 1.07
256 443 1.56
256 138 0.54
256 8 0.54
257 439 1.2
257 313 0.72
257 83 0.85
258 204 0.77
258 138 1.33
258 118 0.61
259 255 1.35
259 329 0.86
259 39 1.36
260 147 1.56
260 298 1.56
260 20 0.58
261 75 1.14
261 206 0.88
261 445 0.46
262 61 1.5
262 281 0.53
262 57 0.75
263 24 0.66
263 209 0.66
263 332 0.9
264 499 0.93
264 441 0.94
264 138 1.1
265 221 1.46
265 286 0.3
265 50 1.49
266 291 0.4
266 406 0.6
266 373 2.49
267 479 1.47
267 162 0.65
267 459 2.13
268 363 0.72
268 489 1.43
268 496 0.83
269 421 2.99
269 462 0.8
269 86 0.8
270 172 1.53
270 187 1.77
270 65 0.47
271 34 1.15
271 386 1.49
271 313 0.92
272 10 0.91
272 148 0.69
272 254 0.67
273 341 1.0
273 261 0.6
273 206 1.31
274 183 0.96
274 458 0.52
274 242 1.46
275 326 0.74
275 40 0.68
275 421 0.7
276 410 0.46
276 197 1.53
276 355 0.68
277 150 0.71
277 201 1.25
277 468 0.77
278 45 1.72
278 85 0.91
278 314 0.7
279 143 1.51
279 130 0.99
279 396 1.01
280 419 0.99
280 30 0.69
280 159 0.82
281 411 2.25
281 308 1.02
281 208 0.75
282 478 0.97
282 298 0.77
282 419 0.53
283 120 1.75
283 313 1.03
283 373 0.69
284 476 2.19
284 326 1.11
284 110 3.3
285 314 0.67
285 374 0.57
285 54 0.66
286 216 1.02
286 342 0.83
286 321 0.76
287 412 1.14
287 169 0.63
287 237 0.69
288 353 1.13
288 472 1.97
288 475 1.04
289 81 0.29
289 76 0.9
289 361 1.91
290 283 1.75
290 127 1.28
290 333 1.04
291 398 0.93
291 68 0.6
291 108 0.89
292 380 0.99
292 47 2.87
292 331 2.05
293 298 1.03
293 211 1.01
293 233 1.43
294 402 0.86
294 207 1.14
294 419 1.74
295 419 1.94
295 320 1.14
295 354 0.45
296 50 1.9
296 182 1.46
296 190 1.11
297 316 1.13
297 325 2.28
297 416 2.29
298 77 0.66
298 296 0.66
298 74 0.55
299 301 1.6
299 440 0.79
299 127 0.51
300 439 0.51
300 151 0.73
300 98 0.61
301 344 0.93
301 190 0.54
301 246 1.08
302 249 0.61
302 371 0.42
302 449 0.84
303 152 0.99
303 319 0.76
303 355 1.26
304 212 0.82
304 56 0.95
304 465 1.4
305 296 0.89
305 31 1.91
305 414 1.01
306 138 1.08
306 401 1.23
306 380 0.49
307 113 1.47
307 380 1.12
307 261 0.86
308 483 0.46
308 160 0.9
308 296 1.49
309 101 1.62
309 319 0.9
309 305 1.04
310 171 1.72
310 227 0.57
310 219 0.82
311 172 1.77
311 481 1.03
311 119 0.59
312 188 0.35
312 358 0.76
312 208 1.55
313 163 0.63
313 54 0.57
313 73 1.75
314 189 0.98
314 368 0.25
314 199 1.04
315 406 2.25
315 238 1.65
315 449 1.0
316 162 1.25
316 60 0.7
316 25 0.53
317 465 0.77
317 239 0.8
317 490 1.6
318 358 0.76
318 227 1.96
318 101 0.92
319 242 1.16
319 390 2.11
319 268 0.69
320 295 1.11
320 20 1.35
320 187 1.64
321 293 0.94
321 423 1.56
321 204 0.39
322 363 0.88
322 153 0.76
322 34 0.72
323 262 1.43
323 446 1.24
323 314 0.84
324 426 1.13
324 283 1.75
324 25 1.21
325 491 2.45
325 324 0.97
325 184 0.94
326 27 0.63
326 428 0.65
326 269 0.82
327 34 1.51
327 402 0.96
327 181 0.41
328 87 0.56
328 267 0.46
328 133 2.84
329 149 2.45
329 130 1.62
329 36 1.25
330 451 1.25
330 498 0.47
330 395 0.77
331 270 0.96
331 169 1.12
331 95 1.1
332 329 1.14
332 459 1.08
332 94 0.49
333 416 0.45
333 287 1.15
333 358 0.92
334 485 0.85
334 459 0.73
334 379 0.65
335 214 2.24
335 389 1.99
335 47 1.15
336 265 0.69
336 214 0.69
336 65 1.43
337 60 1.05
337 434 0.97
337 280 1.04
338 188 1.07
338 117 0.39
338 91 0.51
339 289 1.6
339 51 0.9
339 23 1.34
340 484 0.62
340 487 1.27
340 175 1.5
341 105 0.71
341 96 0.5
341 285 0.89
342 292 1.34
342 46 1.09
342 278 0.65
343 325 1.4
343 138 0.58
343 495 0.67
344 312 1.85
344 261 1.52
344 200 1.6
345 68 1.83
345 91 1.44
345 486 0.76
346 96 0.65
346 143 1.14
346 91 1.14
347 168 1.08
347 62 0.78
347 457 1.28
348 229 1.87
348 171 1.13
348 104 1.05
349 241 0.55
349 261 0.5
349 265 1.18
350 361 1.08
350 265 1.59
350 469 0.51
351 449 1.46
351 12 0.78
351 469 1.48
352 123 0.8
352 157 1.0
352 163 0.36
353 37 0.58
353 20 0.64
353 69 1.33
354 341 0.93
354 139 1.18
354 329 1.15
355 380 1.27
355 469 1.18
355 454 1.09
356 153 0.35
356 240 1.07
356 88 0.32
357 266 1.8
357 182 1.6
357 11 1.43
358 56 1.62
358 434 1.44
358 164 1.37
359 83 1.48
359 220 0.56
359 140 1.3
360 103 0.66
360 12 0.39
360 235 1.27
361 41 0.49
361 46 0.74
361 13 2.25
362 40 1.54
362 188 0.6
362 468 1.04
363 72 1.19
363 284 1.75
363 458 0.93
364 164 2.57
364 89 1.25
364 211 0.58
365 234 1.17
365 21 1.46
365 250 0.66
366 173 0.93
366 30 0.77
366 193 0.91
367 2 3.13
367 353 0.54
367 151 1.19
368 134 0.99
368 426 0.52
368 76 0.58
369 369 1.2
369 125 0.67
369 382 0.86
370 369 1.06
370 315 0.3
370 45 0.69
371 455 0.65
371 142 2.8
371 278 0.68
372 133 0.8
372 25 0.5
372 480 1.31
373 174 0.67
373 260 1.61
373 81 0.75
374 95 0.46
374 289 0.9
374 227 0.32
375 404 0.67
375 151 1.4
375 427 2.11
376 485 0.53
376 300 1.28
376 159 1.49
377 26 1.38
377 381 0.68
377 163 3.08
378 151 3.1
378 190 0.86
378 301 1.25
379 159 1.43
379 152 1.26
379 7 0.96
380 48 1.13
380 26 1.84
380 228 1.78
381 338 1.18
381 160 1.04
381 56 2.13
382 169 0.79
382 487 1.79
382 228 0.72
383 65 0.9
383 73 0.95
383 425 0.92
384 95 1.1
384 488 0.96
384 263 0.67
385 298 1.97
385 224 1.21
385 38 1.23
386 176 2.63
386 19 1.73
386 166 1.44
387 209 1.02
387 339 1.28
387 304 1.26
388 244 0.75
388 141 0.97
388 143 0.46
389 100 1.29
389 136 1.03
389 497 1.55
390 107 0.5
390 231 1.28
390 446 1.15
391 454 1.42
391 164 1.75
391 177 1.03
392 72 1.44
392 98 1.17
392 307 0.8
393 435 0.77
393 387 0.69
393 235 0.47
394 161 0.44
394 124 1.38
394 398 1.96
395 419 0.93
395 356 0.74
395 291 0.62
396 328 1.31
396 463 0.22
396 22 1.48
397 493 1.29
397 420 0.9
397 401 0.58
398 15 0.97
398 90 1.04
398 181 0.6
399 124 2.15
399 349 4.25
399 25 0.63
400 228 0.85
400 169 1.06
400 290 1.94
401 178 1.46
401 164 0.44
401 189 1.24
402 128 0.91
402 151 2.1
402 236 1.65
403 109 0.44
403 90 0.42
403 462 0.94
404 184 0.61
404 88 1.88
404 289 0.82
405 499 1.99
405 72 1.15
405 218 0.88
406 477 0.75
406 337 1.7
406 485 0.57
407 63 1.47
407 143 1.01
407 194 1.22
408 236 0.9
408 171 0.72
408 166 0.5
409 389 1.31
409 208 0.4
409 134 1.4
410 408 1.72
410 179 0.94
410 130 0.63
411 474 0.95
411 15 1.62
411 243 1.57
412 190 0.6
412 112 1.87
412 47 0.39
413 19 2.2
413 130 0.6
413 395 1.7
414 295 0.82
414 150 0.91
414 73 1.39
415 285 1.15
415 308 0.67
415 302 0.82
416 329 1.79
416 474 0.67
416 366 1.01
417 338 0.72
417 208 0.81
417 120 0.8
418 125 1.59
418 305 1.05
418 374 1.93
419 305 0.76
419 54 1.24
419 237 2.39
420 258 1.25
420 352 1.53
420 141 0.82
421 127 1.01
421 360 1.39
421 377 0.77
422 119 1.01
422 35 1.74
422 413 1.07
423 436 0.61
423 146 0.71
423 354 0.59
424 51 0.76
424 402 1.08
424 57 0.78
425 474 3.94
425 287 0.92
425 192 0.85
426 67 0.71
426 18 0.67
426 254 2.38
427 230 1.64
427 455 1.68
427 100 0.68
428 69 0.94
428 481 0.24
428 274 1.7
429 162 0.5
429 358 0.66
429 114 0.8
430 314 0.68
430 222 0.51
430 377 1.98
431 133 1.21
431 245 0.37
431 175 0.7
432 46 0.9
432 200 0.41
432 96 0.62
433 55 1.08
433 170 0.51
433 442 1.39
434 126 1.51
434 324 0.77
434 277 1.48
435 434 1.75
435 146 1.21
435 175 0.55
436 110 1.11
436 385 1.18
436 468 0.93
437 393 0.92
437 386 1.26
437 134 1.02
438 205 0.5
438 353 0.92
438 140 1.75
439 122 0.62
439 490 0.86
439 491 1.33
440 7 0.93
440 205 1.35
440 414 0.83
441 248 0.69
441 136 0.78
441 223 0.98
442 164 0.69
442 448 0.8
442 134 1.84
443 407 2.06
443 482 0.84
443 397 1.07
444 437 1.48
444 143 0.96
444 377 1.27
445 486 0.98
445 424 1.48
445 89 1.35
446 55 0.67
446 230 1.84
446 395 0.55
447 389 0.59
447 11 0.55
447 213 1.21
448 64 1.44
448 317 1.17
448 500 3.37
449 422 0.57
449 62 0.97
449 86 0.72
450 165 0.42
450 346 2.74
450 409 1.1
451 267 1.35
451 34 1.02
451 305 1.92
452 150 0.96
452 466 0.78
452 344 0.73
453 179 0.84
453 459 1.11
453 31 1.11
454 199 1.28
454 354 0.29
454 292 1.44
455 404 0.59
455 10 0.88
455 7 0.74
456 442 1.04
456 144 1.09
456 331 4.67
457 239 1.11
457 475 0.75
457 318 3.3
458 310 0.63
458 243 1.89
458 134 1.51
459 249 1.11
459 282 2.03
459 493 1.07
460 119 0.64
460 437 0.6
460 407 1.43
461 301 2.34
461 120 0.67
461 138 2.47
462 259 0.92
462 224 1.22
462 296 1.84
463 137 1.48
463 300 1.58
463 289 1.14
464 333 1.01
464 308 0.91
464 224 1.54
465 378 1.27
465 168 0.9
465 389 1.3
466 322 1.76
466 104 0.55
466 209 0.87
467 486 0.44
467 375 2.39
467 422 0.64
468 402 1.0
468 409 1.23
468 36 0.44
469 144 0.72
469 363 1.16
469 48 1.95
470 270 1.03
470 63 1.1
470 224 0.52
471 84 1.03
471 373 0.53
471 197 0.32
472 73 0.56
472 375 0.78
472 356 1.45
473 209 0.67
473 68 0.24
473 374 0.81
474 222 0.65
474 283 0.89
474 162 1.1
475 87 0.52
475 371 0.32
475 47 0.79
476 86 1.81
476 288 0.9
476 204 2.27
477 131 1.2
477 478 3.25
477 328 1.85
478 422 1.04
478 166 0.91
478 325 0.52
479 73 1.02
479 157 1.43
479 125 1.19
480 366 1.34
480 185 1.16
480 394 0.74
481 426 1.19
481 45 1.24
481 465 0.44
482 207 1.68
482 326 2.16
482 13 1.72
483 385 0.61
483 322 1.86
483 426 1.08
484 25 2.24
484 495 1.25
484 400 1.12
485 165 1.47
485 397 2.29
485 78 0.55
486 207 1.76
486 193 1.19
486 435 1.58
487 127 1.09
487 362 1.29
487 117 1.43
488 354 0.76
488 77 1.22
488 45 1.4
489 184 1.47
489 146 0.6
489 500 1.53
490 463 0.73
490 97 1.38
490 210 0.8
491 56 1.16
491 262 0.51
491 163 1.74
492 436 0.67
492 37 1.19
492 39 1.28
493 121 0.66
493 138 0.64
493 467 1.29
494 371 1.06
494 194 0.87
494 459 0.34
495 253 0.48
495 66 0.76
495 99 1.18
496 406 0.71
496 7 1.47
496 374 0.86
497 157 1.01
497 302 1.76
497 486 0.8
498 143 0.63
498 161 1.37
498 7 1.36
499 427 0.91
499 43 0.57
499 467 1.29
