source target weight
87 255 0.77
88 537 1.57
88 525 0.59
88 441 1.24
89 354 0.6
89 477 0.73
89 27 1.38
90 405 1.79
90 544 1.34
90 626 0.92
91 609 1.01
91 236 2.28
91 558 0.91
92 331 0.93
92 170 1.01
92 538 0.59
93 450 0.45
93 74 0.9
93 199 1.31
94 647 1.51
94 382 1.1
94 12 2.65
95 75 1.8
95 50 1.07
95 573 0.98
96 570 1.57
96 581 1.23
96 3 1.4
97 175 0.37
97 478 0.63
97 524 0.71
98 152 0.75
98 195 0.79
98 489 0.98
99 650 0.84
99 543 1.81
99 324 2.14
100 52 1.02
100 674 0.54
100 464 1.19
101 104 2.21
101 320 0.84
101 315 0.77
102 665 0.88
102 22 0.64
102 661 0.76
103 87 0.98
103 605 1.25
103 477 0.93
104 292 1.06
104 14 1.24
104 289 4.23
105 197 2.39
105 163 1.32
105 418 0.51
106 356 0.27
106 116 2.5
106 469 1.54
107 175 1.69
107 107 1.03
107 68 0.82
108 157 0.55
108 232 1.19
108 235 0.74
109 679 0.8
109 430 1.3
109 357 2.28
110 521 1.63
110 295 1.02
110 356 0.71
111 65 0.9
111 39 1.12
111 684 1.69
112 515 0.9
112 93 1.54
112 507 1.86
113 104 0.79
113 290 0.88
113 595 0.9
114 189 0.59
114 445 1.13
114 183 1.0
115 79 0.7
115 144 0.55
115 404 1.21
116 73 0.94
116 138 1.21
116 371 0.34
117 292 1.31
117 544 1.41
117 278 0.61
118 570 0.41
118 23 3.12
118 358 0.66
119 418 0.9
119 161 2.27
119 369 0.82
120 564 1.39
120 58 0.65
120 395 0.5
121 444 0.75
121 27 0.39
121 403 0.99
122 129 0.72
122 428 1.25
122 144 0.49
123 654 1.46
123 658 0.88
123 74 0.44
124 42 2.68
124 531 1.32
124 627 0.8
125 261 1.58
125 36 0.75
125 432 0.71
126 666 0.53
126 203 1.09
126 698 1.1
127 395 0.69
127 636 1.05
127 247 1.01
128 688 1.03
128 420 1.37
128 289 1.53
129 617 2.59
129 340 1.15
129 396 0.87
130 200 0.95
130 149 1.02
130 341 2.05
131 341 1.27
131 359 0.6
131 366 0.8
132 29 1.34
132 451 0.74
132 432 1.02
133 368 1.25
133 238 0.8
133 335 0.82
134 212 1.1
134 372 1.11
134 84 0.43
135 176 0.84
135 571 0.88
135 480 0.7
136 171 0.75
136 198 1.33
136 683 0.53
137 285 1.51
137 580 2.23
137 350 0.73
138 4 3.0
138 365 0.49
138 563 1.01
139 678 1.19
139 643 0.4
139 101 1.88
140 424 1.21
140 430 0.6
140 550 1.61
141 326 0.51
141 220 0.91
141 131 1.12
142 553 0.65
142 69 1.39
142 502 1.26
143 29 1.4
143 26 1.78
143 298 1.07
144 119 0.91
144 100 1.32
144 28 0.85
145 464 0.66
145 646 0.93
145 699 1.15
146 607 1.59
146 362 0.21
146 26 2.05
147 294 0.72
147 236 1.44
147 271 1.69
148 276 1.05
148 665 0.69
148 681 0.51
149 140 0.56
149 591 0.76
149 439 1.54
150 608 1.6
150 29 2.21
150 459 1.12
151 311 0.22
151 692 0.44
151 248 2.29
152 645 0.37
152 29 0.68
152 134 2.18
153 205 1.76
153 535 0.38
153 108 1.36
154 33 0.52
154 698 0.95
154 601 1.06
155 38 1.11
155 195 0.8
155 351 1.11
156 229 1.75
156 429 1.53
156 4 1.65
157 675 1.24
157 303 0.93
157 289 1.18
158 643 1.02
158 609 0.67
158 508 0.9
159 654 0.68
159 673 1.01
159 169 1.38
160 250 0.62
160 110 0.55
160 467 1.58
161 687 1.49
161 615 0.43
161 174 0.51
162 44 0.32
162 124 1.13
162 351 1.03
163 489 1.14
163 129 1.01
163 490 0.6
164 565 0.87
164 631 0.73
164 239 0.47
165 250 0.83
165 334 0.56
165 458 1.24
166 186 1.04
166 18 1.18
166 83 1.14
167 9 0.63
167 651 0.99
167 610 1.24
168 695 1.65
168 495 1.31
168 563 0.78
169 532 1.14
169 287 0.8
169 196 0.86
170 12 0.75
170 141 0.94
170 655 2.25
171 654 2.04
171 401 1.03
171 188 0.26
172 121 1.56
172 24 1.14
172 238 0.36
173 610 1.23
173 335 2.05
173 282 0.62
174 529 1.09
174 486 0.83
174 359 0.82
175 445 1.03
175 321 2.14
175 72 1.03
176 633 1.67
176 48 0.96
176 522 1.55
177 190 0.84
177 170 0.92
177 559 1.15
178 222 2.5
178 627 1.24
178 562 0.61
179 330 0.73
179 450 1.04
179 461 0.65
180 693 0.7
180 166 0.35
180 199 0.46
181 551 0.72
181 172 0.92
181 177 0.98
182 326 1.0
182 256 0.65
182 503 0.43
183 616 1.28
183 367 1.07
183 6 1.31
184 237 1.57
184 237 1.72
184 584 1.25
185 116 1.6
185 247 0.98
185 482 2.3
186 597 0.49
186 381 1.72
186 477 1.06
187 376 1.32
187 524 2.65
187 501 1.88
188 104 1.07
188 645 0.77
188 332 0.34
189 110 0.64
189 314 1.41
189 116 1.29
190 210 0.68
190 112 1.02
190 62 2.29
191 295 1.48
191 553 0.72
191 258 2.41
192 430 0.65
192 131 1.46
192 310 1.33
193 352 0.67
193 457 1.22
193 384 0.47
194 80 2.37
194 174 0.65
194 363 0.91
195 457 1.54
195 513 0.68
195 663 1.18
196 241 1.22
196 2 0.54
196 379 0.79
197 519 0.54
197 516 1.4
197 323 0.69
198 466 1.58
198 247 1.06
198 244 0.37
199 344 1.13
199 209 0.61
199 418 2.18
200 611 1.58
200 122 0.44
200 599 0.73
201 233 0.81
201 160 0.94
201 273 1.91
202 438 0.33
202 354 1.0
202 284 1.26
203 145 1.25
203 479 0.87
203 174 2.48
204 101 2.48
204 550 1.37
204 623 0.81
205 532 0.66
205 694 0.84
205 687 0.9
206 524 1.31
206 175 0.42
206 655 1.35
207 307 0.91
207 181 0.83
207 40 2.92
208 662 0.64
208 327 1.57
208 394 1.61
209 269 1.69
209 304 0.8
209 48 0.69
210 311 0.75
210 596 0.79
210 149 0.77
211 97 1.08
211 471 0.69
211 465 1.34
212 208 0.97
212 137 1.07
212 524 0.52
213 651 0.78
213 301 0.92
213 283 1.02
214 541 0.38
214 240 1.2
214 79 0.75
215 1 1.54
215 149 1.32
215 175 0.97
216 589 0.8
216 141 0.67
216 461 1.37
217 505 2.01
217 563 0.77
217 109 0.49
218 691 0.78
218 158 0.66
218 451 2.77
219 553 0.61
219 4 1.15
219 536 1.54
220 282 0.44
220 544 0.58
220 507 0.81
221 613 1.38
221 435 0.58
221 687 0.57
222 112 0.4
222 589 1.17
222 138 0.45
223 283 0.67
223 505 0.71
223 362 0.88
224 220 1.54
224 265 0.72
224 270 1.12
225 602 1.69
225 244 0.72
225 647 1.7
226 577 2.26
226 634 0.55
226 186 1.07
227 300 0.96
227 555 0.77
227 183 0.67
228 152 1.31
228 512 0.99
228 517 1.38
229 271 1.65
229 125 0.75
229 503 0.95
230 150 0.92
230 420 1.19
230 245 1.42
231 529 1.16
231 561 1.44
231 117 0.65
232 109 1.25
232 252 1.05
232 341 0.59
233 440 0.99
233 150 0.81
233 688 1.64
234 361 0.61
234 581 0.72
234 458 1.31
235 12 0.91
235 257 1.8
235 526 1.13
236 635 0.96
236 450 1.29
236 696 2.0
237 462 0.9
237 51 1.78
237 440 0.75
238 584 2.98
238 95 1.28
238 441 1.1
239 443 1.48
239 523 1.22
239 186 1.13
240 589 0.85
240 350 0.95
240 333 0.85
241 542 0.57
241 3 0.44
241 607 1.23
242 580 0.75
242 580 1.05
242 203 1.66
243 304 1.56
243 38 0.75
243 543 1.09
244 429 1.43
244 277 0.74
244 651 1.7
245 164 1.23
245 668 0.54
245 235 1.25
246 583 2.07
246 21 0.47
246 432 1.2
247 247 0.5
247 77 0.97
247 162 1.73
248 60 2.75
248 101 0.73
248 609 0.49
249 211 1.57
249 493 2.0
249 505 0.75
250 649 1.68
250 387 1.08
250 589 0.91
251 575 0.97
251 538 1.2
251 487 1.47
252 440 0.34
252 318 1.51
252 156 0.32
253 574 1.01
253 530 1.11
253 293 1.09
254 506 0.64
254 238 1.55
254 189 1.41
255 432 1.11
255 132 1.04
255 152 1.9
256 654 1.32
256 597 0.74
256 63 1.13
257 539 1.27
257 135 0.65
257 204 1.84
258 401 1.49
258 564 0.83
258 636 0.72
259 338 0.93
259 438 1.26
259 494 1.01
260 554 2.26
260 9 0.91
260 488 1.0
261 639 1.94
261 557 0.75
261 390 1.1
262 451 1.15
262 563 1.43
262 331 0.62
263 145 1.62
263 455 1.37
263 657 0.47
264 155 1.21
264 699 0.72
264 19 1.51
265 409 1.11
265 74 0.75
265 179 0.57
266 179 0.53
266 565 0.62
266 450 1.08
267 494 0.39
267 565 0.55
267 20 0.65
268 695 0.57
268 57 0.98
268 679 1.14
269 237 1.1
269 94 1.32
269 638 1.04
270 193 0.97
270 529 1.08
270 167 1.06
271 592 0.37
271 279 1.07
271 314 0.22
272 292 0.67
272 146 1.51
272 397 1.24
273 555 0.66
273 565 2.23
273 681 1.12
274 573 0.49
274 547 1.08
274 699 1.23
275 399 0.42
275 294 0.81
275 440 1.01
276 354 0.85
276 161 2.43
276 71 1.58
277 508 1.5
277 669 2.17
277 250 0.79
278 623 0.68
278 586 3.11
278 673 0.62
279 168 1.04
279 150 0.68
279 692 0.79
280 364 2.01
280 430 2.02
280 439 0.91
281 612 1.39
281 564 3.26
281 303 0.45
282 167 1.48
282 565 1.04
282 150 0.57
283 84 1.4
283 371 0.65
283 501 1.56
284 381 2.64
284 412 1.92
284 222 0.9
285 452 0.8
285 515 0.49
285 626 1.66
286 456 0.73
286 678 1.35
286 595 0.88
287 507 1.1
287 588 1.25
287 12 0.46
288 114 0.87
288 371 0.7
288 72 1.03
289 481 0.58
289 59 0.65
289 29 2.65
290 378 1.59
290 426 1.19
290 148 1.74
291 459 0.76
291 359 2.73
291 439 0.6
292 699 2.29
292 683 1.48
292 196 2.28
293 526 1.39
293 687 0.92
293 3 3.56
294 425 1.0
294 630 0.84
294 314 2.58
295 132 1.03
295 290 1.02
295 364 0.96
296 582 1.34
296 482 0.41
296 228 2.01
297 463 0.76
297 598 1.0
297 353 0.96
298 559 0.88
298 632 0.39
298 519 0.65
299 688 2.8
299 572 0.49
299 451 1.16
300 354 1.32
300 326 0.93
300 259 1.49
301 661 0.54
301 368 0.55
301 304 0.41
302 127 0.88
302 260 0.71
302 460 0.74
303 636 1.3
303 662 1.28
303 466 1.94
304 581 0.75
304 406 1.05
304 210 1.5
305 512 0.75
305 19 0.99
305 504 0.76
306 374 1.64
306 591 0.63
306 655 1.03
307 238 1.08
307 614 0.83
307 405 1.38
308 66 1.61
308 154 0.46
308 4 0.97
309 173 1.39
309 593 1.65
309 293 0.74
310 503 0.46
310 59 1.48
310 128 1.99
311 164 1.37
311 159 1.17
311 497 0.75
312 231 1.28
312 109 0.83
312 345 0.67
313 419 2.77
313 313 0.84
313 45 0.47
314 550 0.45
314 550 0.7
314 346 1.42
315 565 0.4
315 319 0.68
315 428 2.21
316 627 0.61
316 132 1.27
316 359 1.24
317 65 2.3
317 236 1.22
317 677 1.4
318 427 0.86
318 686 1.14
318 391 0.78
319 236 0.83
319 510 3.25
319 190 1.25
320 458 1.29
320 579 0.97
320 264 1.18
321 293 3.63
321 528 0.68
321 199 0.69
322 294 1.4
322 182 1.82
322 268 0.97
323 3 1.49
323 372 1.04
323 526 1.18
324 554 0.78
324 500 1.53
324 231 1.75
325 8 0.51
325 138 1.01
325 550 1.41
326 66 0.46
326 561 1.35
326 361 0.46
327 449 1.67
327 202 0.91
327 371 0.92
328 214 1.72
328 609 2.22
328 76 1.01
329 329 0.98
329 476 0.98
329 360 0.7
330 584 0.93
330 454 0.58
330 193 0.76
331 186 0.71
331 158 1.44
331 285 0.79
332 293 1.47
332 545 0.62
332 414 0.48
333 541 0.51
333 147 1.18
333 38 1.13
334 612 1.09
334 61 2.02
334 42 1.67
335 496 0.3
335 663 1.57
335 468 1.06
336 694 0.9
336 28 1.46
336 342 1.65
337 398 0.49
337 162 0.83
337 162 2.68
338 388 0.97
338 47 1.94
338 114 1.62
339 586 1.26
339 144 0.94
339 309 0.38
340 295 1.28
340 413 0.76
340 607 1.09
341 417 0.37
341 158 0.79
341 243 0.76
342 554 0.73
342 525 3.47
342 527 0.93
343 179 0.66
343 265 0.64
343 462 1.4
344 360 1.43
344 265 0.84
344 696 1.63
345 224 0.87
345 634 0.5
345 494 1.16
346 331 0.47
346 151 1.04
346 629 2.27
347 452 1.66
347 442 0.66
347 695 1.01
348 53 0.49
348 321 0.6
348 579 1.64
349 322 1.46
349 144 0.43
349 561 1.32
350 319 0.83
350 106 0.99
350 217 0.86
351 146 0.98
351 33 0.63
351 187 1.21
352 83 1.04
352 245 1.08
352 696 0.44
353 259 0.88
353 289 0.85
353 210 1.09
354 508 0.96
354 665 1.84
354 411 0.51
355 312 1.86
355 685 0.84
355 406 1.13
356 154 0.19
356 211 1.3
356 79 0.68
357 372 0.81
357 684 1.5
357 506 0.37
358 615 0.82
358 506 0.42
358 600 0.61
359 543 1.02
359 618 0.48
359 98 2.56
360 273 0.5
360 606 0.78
360 100 2.33
361 461 1.31
361 60 1.01
361 616 1.65
362 511 0.54
362 159 1.04
362 293 0.8
363 149 0.61
363 113 0.78
363 691 0.75
364 211 1.45
364 246 1.39
364 29 1.37
365 199 0.7
365 54 1.23
365 192 1.27
366 610 0.51
366 125 1.28
366 163 0.72
367 693 1.72
367 113 1.96
367 691 1.06
368 80 1.07
368 359 0.32
368 398 1.54
369 298 1.16
369 514 0.93
369 533 0.53
370 529 2.11
370 700 0.89
370 352 1.53
371 628 1.22
371 452 1.3
371 576 1.03
372 102 0.59
372 671 0.84
372 477 0.83
373 322 1.59
373 407 1.1
373 54 0.79
374 600 0.99
374 533 0.51
374 169 1.63
375 686 0.81
375 214 3.11
375 547 0.83
376 386 0.95
376 296 1.47
376 237 0.54
377 594 0.83
377 307 0.58
377 77 0.75
378 657 0.74
378 690 1.35
378 34 1.03
379 358 0.41
379 491 0.67
379 88 1.05
380 197 0.73
380 626 0.41
380 487 0.86
381 174 1.84
381 190 1.29
381 411 2.73
382 355 1.08
382 359 0.95
382 117 1.0
383 418 3.19
383 357 3.7
383 166 1.74
384 354 1.53
384 105 1.05
384 78 2.59
385 576 0.55
385 256 0.78
385 654 0.43
386 544 0.75
386 222 3.0
386 228 1.13
387 557 0.47
387 293 1.52
387 160 0.7
388 32 1.02
388 402 1.0
388 469 1.08
389 426 0.53
389 386 0.39
389 39 1.02
390 501 3.01
390 166 1.23
390 622 1.35
391 184 0.3
391 183 1.15
391 396 0.79
392 160 1.13
392 470 0.47
392 674 0.54
393 189 0.9
393 365 1.89
393 266 1.55
394 246 0.73
394 368 0.62
394 148 2.3
395 478 1.25
395 162 0.59
395 239 0.45
396 274 1.07
396 471 1.62
396 183 0.9
397 312 0.44
397 96 1.0
397 614 1.96
398 422 0.35
398 566 0.74
398 171 1.12
399 367 0.93
399 150 0.68
399 590 2.28
400 311 0.81
400 149 0.94
400 168 1.04
401 394 1.93
401 103 1.63
401 125 0.84
402 35 2.0
402 492 0.54
402 70 1.07
403 596 0.41
403 671 0.41
403 378 0.55
404 451 0.56
404 694 1.8
404 315 1.69
405 381 1.77
405 297 0.91
405 20 1.9
406 253 0.51
406 269 1.89
406 383 0.92
407 28 1.47
407 339 0.66
407 53 1.36
408 347 1.41
408 320 0.76
408 408 1.09
409 442 0.96
409 532 1.8
409 436 1.92
410 453 0.78
410 120 0.52
410 71 0.88
411 41 0.6
411 376 0.64
411 132 0.95
412 642 0.75
412 664 1.26
412 409 0.8
413 88 1.12
413 522 0.6
413 651 0.9
414 437 0.58
414 119 1.94
414 473 0.59
415 585 0.94
415 30 0.72
415 257 0.71
416 519 0.73
416 530 0.34
416 331 1.14
417 33 2.21
417 330 0.95
417 164 0.98
418 440 0.71
418 4 1.67
418 257 0.62
419 568 1.19
419 683 0.4
419 240 1.88
420 413 1.33
420 317 0.6
420 590 1.77
421 46 1.46
421 514 0.96
421 522 1.17
422 135 0.98
422 108 3.51
422 635 0.82
423 520 0.57
423 571 0.68
423 432 3.59
424 422 1.57
424 43 2.01
424 48 1.82
425 603 1.05
425 100 1.3
425 258 0.71
426 235 1.04
426 491 1.69
426 567 0.27
427 673 0.77
427 615 1.2
427 156 2.59
428 97 0.98
428 188 2.19
428 227 1.51
429 483 1.11
429 522 0.56
429 413 1.83
430 285 0.79
430 326 0.7
430 144 0.7
431 312 0.69
431 298 0.56
431 20 2.35
432 686 0.77
432 562 1.82
432 179 0.73
433 545 0.46
433 334 1.13
433 33 1.46
434 322 1.56
434 503 0.83
434 65 1.83
435 138 0.75
435 502 0.62
435 684 0.93
436 678 1.06
436 558 0.64
436 654 1.19
437 26 2.69
437 487 1.84
437 318 0.54
438 349 0.68
438 227 1.19
438 113 1.01
439 234 1.58
439 107 0.68
439 253 1.25
440 538 0.73
440 476 1.25
440 152 0.64
441 71 0.71
441 282 1.46
441 167 0.5
442 585 0.85
442 386 0.71
442 295 1.05
443 421 0.62
443 137 1.21
443 150 0.87
444 40 0.65
444 609 1.34
444 261 1.17
445 35 1.28
445 133 1.06
445 140 0.64
446 609 1.23
446 125 1.09
446 511 0.91
447 272 0.65
447 456 1.39
447 129 1.01
448 510 0.35
448 50 2.09
448 173 0.76
449 522 0.61
449 373 2.04
449 366 0.34
450 304 3.91
450 41 0.9
450 317 1.66
451 400 1.25
451 150 0.74
451 147 0.66
452 417 2.17
452 423 0.57
452 81 0.84
453 407 0.8
453 227 0.94
453 103 0.98
454 558 1.13
454 47 1.36
454 582 0.93
455 232 1.04
455 127 1.75
455 573 0.26
456 43 0.91
456 367 0.77
456 639 3.48
457 628 0.77
457 634 0.81
457 695 0.73
458 314 0.81
458 292 1.24
458 94 1.3
459 137 0.66
459 459 1.68
459 496 1.21
460 549 4.6
460 560 0.64
460 604 1.06
461 352 1.16
461 631 1.37
461 628 1.62
462 79 0.95
462 17 0.64
462 218 1.64
463 524 0.7
463 241 1.23
463 475 1.0
464 377 1.42
464 541 2.37
464 645 0.92
465 600 1.87
465 344 0.87
465 201 2.08
466 512 0.7
466 567 0.85
466 103 1.24
467 441 1.2
467 178 0.67
467 636 0.87
468 391 1.26
468 595 0.99
468 275 0.23
469 121 2.94
469 255 2.54
469 78 1.02
470 438 0.84
470 593 0.91
470 455 1.24
471 81 2.65
471 17 3.59
471 11 2.65
472 450 1.45
472 492 1.49
472 92 1.43
473 229 2.36
473 345 0.38
473 156 0.64
474 525 1.28
474 140 2.06
474 659 2.27
475 312 2.8
475 640 0.61
475 428 1.62
476 160 0.51
476 372 0.98
476 518 0.82
477 124 0.37
477 63 1.53
477 320 1.56
478 309 1.1
478 90 1.02
478 633 0.33
479 173 3.67
479 24 2.39
479 28 0.64
480 239 1.24
480 583 2.03
480 485 0.86
481 401 2.46
481 653 0.41
481 382 1.48
482 243 1.27
482 77 1.33
482 631 1.4
483 158 1.98
483 217 0.8
483 264 0.92
484 610 1.58
484 286 1.09
484 298 0.83
485 64 0.79
485 231 1.43
485 449 1.4
486 660 2.3
486 689 1.92
486 479 0.67
487 172 0.36
487 469 0.77
487 662 0.52
488 243 1.26
488 537 0.96
488 34 0.82
489 170 0.86
489 283 0.73
489 545 0.81
490 51 1.49
490 116 0.54
490 211 0.85
491 183 1.12
491 254 0.49
491 661 0.65
492 548 0.83
492 504 0.55
492 637 0.96
493 70 1.81
493 212 1.83
493 558 2.06
494 157 0.99
494 107 1.25
494 264 1.64
495 159 0.78
495 670 0.87
495 115 0.57
496 664 2.06
496 541 1.56
496 437 0.77
497 88 0.8
497 131 1.44
497 439 0.93
498 501 1.17
498 368 0.66
498 512 1.13
499 451 0.59
499 425 0.91
499 550 0.42
500 322 0.76
500 28 1.23
500 99 1.03
501 120 0.77
501 401 0.38
501 418 1.41
502 84 1.37
502 132 0.55
502 621 1.15
503 546 0.65
503 342 0.66
503 174 0.39
504 113 1.24
504 116 0.98
504 556 0.93
505 640 0.29
505 372 1.08
505 39 0.82
506 415 2.61
506 119 0.65
506 488 1.35
507 330 0.81
507 403 0.77
507 651 1.69
508 630 0.85
508 181 0.72
508 218 1.16
509 403 0.89
509 127 0.85
509 590 0.83
510 200 1.52
510 208 0.83
510 19 1.15
511 293 1.23
511 665 0.28
511 478 0.82
512 532 0.47
512 635 1.14
512 645 1.28
513 374 4.01
513 153 1.84
513 642 1.1
514 283 0.98
514 634 1.21
514 644 0.73
515 219 4.04
515 700 2.1
515 673 1.85
516 265 1.05
516 612 2.04
516 109 0.95
517 169 1.83
517 89 0.62
517 477 1.26
518 419 1.45
518 602 0.45
518 692 1.15
519 517 2.55
519 389 1.08
519 416 2.42
520 174 1.96
520 146 1.42
520 489 1.23
521 542 0.96
521 402 1.49
521 175 1.08
522 235 0.78
522 410 1.05
522 543 0.64
523 690 0.76
523 1 0.95
523 370 0.44
524 1 1.05
524 130 1.3
524 636 0.89
525 141 1.55
525 131 3.25
525 180 1.42
526 38 1.03
526 388 0.97
526 275 1.64
527 392 2.43
527 317 1.23
527 180 0.79
528 386 0.75
528 225 0.46
528 460 1.62
529 66 0.94
529 39 0.53
529 643 0.54
530 29 0.63
530 157 2.7
530 697 0.82
531 215 1.01
531 582 0.67
531 363 0.95
532 341 0.67
532 634 1.52
532 35 1.19
533 346 0.56
533 371 0.78
533 693 1.42
534 358 1.45
534 700 0.55
534 170 0.61
535 460 1.19
535 608 1.17
535 92 0.61
536 165 1.39
536 648 0.85
536 161 0.91
537 613 2.8
537 248 0.5
537 88 1.3
538 531 1.08
538 32 0.51
538 615 0.74
539 691 0.6
539 113 1.07
539 689 0.66
540 547 1.05
540 379 1.8
540 24 1.85
541 286 2.46
541 586 0.81
541 685 0.8
542 695 2.83
542 309 1.04
542 487 0.61
543 176 1.88
543 450 1.73
543 400 1.25
544 599 0.81
544 589 0.58
544 213 1.34
545 106 1.67
545 360 1.51
545 84 1.24
546 97 2.38
546 201 0.67
546 590 1.68
547 451 1.2
547 60 2.73
547 647 1.12
548 510 0.83
548 561 2.02
548 401 1.6
549 270 0.94
549 496 0.52
549 572 0.39
550 635 1.43
550 428 0.73
550 76 1.63
551 355 1.18
551 634 1.7
551 538 0.76
552 427 1.45
552 226 1.26
552 404 1.33
553 619 0.82
553 677 1.37
553 637 1.56
554 618 0.95
554 330 0.51
554 239 1.74
555 571 0.77
555 406 1.5
555 633 0.5
556 392 0.45
556 657 1.19
556 255 1.8
557 564 1.17
557 119 0.44
557 265 1.39
558 40 0.56
558 465 0.92
558 431 0.69
559 214 0.52
559 521 0.56
559 56 0.33
560 339 0.65
560 576 0.93
560 415 1.18
561 169 0.39
561 517 0.86
561 187 1.55
562 27 1.19
562 646 1.3
562 368 1.65
563 197 1.14
563 244 0.77
563 269 1.15
564 681 0.45
564 552 1.23
564 436 1.49
565 121 1.13
565 51 1.29
565 501 0.69
566 318 1.01
566 209 1.11
566 640 0.76
567 508 0.74
567 515 1.6
567 95 0.61
568 576 2.17
568 503 0.82
568 257 0.71
569 570 1.74
569 501 2.68
569 352 0.48
570 623 3.65
570 556 0.97
570 576 2.34
571 360 1.45
571 501 0.48
571 229 0.84
572 483 0.61
572 259 0.6
572 376 0.56
573 486 1.36
573 108 0.36
573 188 1.36
574 210 0.61
574 440 1.5
574 7 0.75
575 182 1.09
575 421 0.73
575 391 1.76
576 442 0.85
576 510 0.63
576 669 1.53
577 284 0.56
577 314 0.56
577 534 1.42
578 278 0.88
578 500 1.2
578 43 1.13
579 83 1.0
579 85 0.6
579 635 1.13
580 22 1.03
580 258 2.94
580 95 0.75
581 91 1.17
581 291 1.45
581 696 1.79
582 205 1.78
582 255 1.31
