source target weight
207 216 1.59
207 293 0.8
208 341 0.43
208 52 1.01
208 200 1.27
209 111 1.43
209 505 1.11
209 245 1.04
210 87 1.06
210 290 1.91
210 367 0.47
211 175 0.47
211 98 0.52
211 181 1.35
212 269 1.36
212 28 1.29
212 444 0.5
213 541 1.56
213 115 1.57
213 415 1.28
214 550 0.89
214 105 0.93
214 60 0.71
215 123 0.63
215 577 0.66
215 309 1.26
216 243 1.56
216 111 1.8
216 183 0.66
217 408 1.43
217 184 0.98
217 275 0.55
218 455 0.53
218 424 1.75
218 502 0.4
219 578 1.0
219 263 1.14
219 126 1.33
220 540 0.68
220 360 0.57
220 183 2.04
221 91 0.76
221 61 0.8
221 448 1.77
222 143 1.66
222 380 1.05
222 27 1.01
223 198 2.95
223 392 0.94
223 95 0.84
224 218 2.45
224 543 1.31
224 598 1.82
225 216 1.2
225 434 0.82
225 524 0.76
226 335 0.45
226 38 1.29
226 221 1.4
227 476 2.38
227 386 0.87
227 71 0.72
228 22 1.0
228 403 1.09
228 269 0.85
229 254 0.67
229 571 1.03
229 484 1.37
230 42 1.01
230 596 1.59
230 339 0.58
231 77 1.01
231 600 1.41
231 169 0.96
232 211 0.99
232 182 1.8
232 124 1.28
233 554 1.46
233 232 0.92
233 242 1.3
234 249 1.26
234 572 0.49
234 379 0.96
235 427 1.29
235 167 1.03
235 347 0.95
236 536 1.42
236 418 1.82
236 342 0.98
237 184 0.82
237 375 0.63
237 575 2.16
238 327 0.44
238 540 2.38
238 252 1.24
239 341 1.97
239 212 1.23
239 279 1.06
240 424 0.31
240 254 1.85
240 419 0.76
241 427 1.0
241 276 0.59
241 459 1.31
242 593 0.65
242 383 0.66
242 107 0.49
243 125 0.81
243 16 0.79
243 221 1.7
244 378 0.68
244 84 0.7
244 584 1.03
245 410 1.78
245 21 1.0
245 257 1.37
246 219 0.68
246 569 0.64
246 92 2.05
247 402 1.89
247 548 1.2
247 398 1.63
248 424 1.35
248 532 0.8
248 57 0.81
249 431 0.84
249 144 1.23
249 396 0.55
250 145 0.26
250 113 1.59
250 161 1.39
251 590 1.38
251 341 0.44
251 202 0.82
252 346 0.72
252 106 1.21
252 363 1.42
253 263 1.87
253 199 0.84
253 485 0.24
254 180 0.54
254 31 1.17
254 278 0.4
255 199 0.9
255 476 0.4
255 488 0.66
256 335 1.42
256 560 1.56
256 415 1.83
257 208 0.93
257 155 0.74
257 599 0.5
258 191 0.58
258 58 0.35
258 535 0.84
259 557 0.61
259 593 1.13
259 471 0.7
260 579 0.52
260 483 0.88
260 169 0.46
261 46 2.47
261 506 0.56
261 70 0.58
262 365 0.91
262 61 0.43
262 80 0.86
263 428 1.35
263 554 2.0
263 325 0.86
264 357 0.9
264 234 1.37
264 17 0.81
265 535 0.66
265 594 0.48
265 555 0.63
266 236 0.51
266 151 0.63
266 581 0.59
267 92 1.14
267 547 1.01
267 563 1.71
268 583 0.63
268 441 0.66
268 232 0.63
269 113 1.22
269 168 1.85
269 274 0.97
270 349 0.55
270 172 0.89
270 514 2.78
271 169 0.65
271 515 1.14
271 59 0.78
272 324 2.3
272 404 1.02
272 219 0.95
273 398 1.12
273 68 3.18
273 138 3.29
274 83 2.16
274 382 1.29
274 530 1.22
275 78 0.71
275 277 1.2
275 566 0.76
276 421 0.41
276 453 0.5
276 194 0.68
277 372 0.82
277 501 1.04
277 231 1.44
278 233 2.13
278 264 1.08
278 143 0.66
279 64 0.73
279 364 0.47
279 593 0.56
280 265 1.16
280 407 0.69
280 352 0.7
281 194 1.14
281 10 0.81
281 310 0.63
282 589 1.29
282 56 1.05
282 245 1.12
283 74 1.28
283 25 1.94
283 502 1.0
284 362 0.32
284 5 0.68
284 37 0.92
285 143 0.7
285 589 0.85
285 401 0.55
286 302 0.93
286 141 2.3
286 141 0.97
287 273 1.84
287 256 1.28
287 376 2.18
288 573 0.95
288 74 0.67
288 154 0.46
289 217 0.92
289 14 1.35
289 182 1.77
290 430 0.89
290 144 0.79
290 63 1.45
291 157 1.87
291 228 1.38
291 192 1.94
292 553 0.92
292 416 0.86
292 256 0.47
293 268 0.71
293 320 0.91
293 7 0.84
294 5 0.76
294 114 0.9
294 501 0.76
295 401 0.91
295 428 2.59
295 234 1.24
296 209 1.23
296 182 0.51
296 288 0.45
297 243 0.72
297 489 0.66
297 396 0.79
298 148 0.85
298 404 0.49
298 385 0.6
299 57 0.58
299 142 0.96
299 535 1.09
300 253 1.35
300 425 1.08
300 33 0.7
301 338 0.8
301 235 0.9
301 29 1.33
302 281 0.77
302 590 2.04
302 258 0.7
303 332 1.19
303 541 0.35
303 126 2.25
304 490 0.66
304 589 0.68
304 216 0.69
305 374 0.47
305 147 1.94
305 419 0.64
306 440 1.32
306 22 0.83
306 570 0.64
307 105 0.77
307 557 0.71
307 27 0.55
308 421 1.03
308 164 0.79
308 567 0.87
309 472 0.86
309 135 0.18
309 105 1.59
310 438 1.24
310 383 1.51
310 486 2.68
311 596 1.53
311 554 1.61
311 450 0.36
312 577 0.54
312 402 2.44
312 51 0.87
313 37 1.36
313 518 2.1
313 48 1.45
314 212 1.42
314 572 0.88
314 106 0.9
315 393 1.45
315 437 0.38
315 350 0.96
316 502 0.85
316 438 0.81
316 560 1.16
317 27 2.29
317 294 1.04
317 57 1.11
318 298 1.27
318 290 1.35
318 378 3.04
319 44 0.97
319 49 1.84
319 561 1.0
320 239 0.45
320 100 0.55
320 45 1.65
321 315 0.64
321 175 1.53
321 489 0.71
322 582 2.24
322 192 0.65
322 191 1.53
323 410 0.46
323 218 0.44
323 577 0.91
324 560 1.06
324 523 0.87
324 195 1.81
325 175 0.46
325 165 0.91
325 377 0.51
326 233 0.93
326 101 2.63
326 97 0.88
327 261 1.54
327 231 1.25
327 215 2.38
328 342 1.13
328 213 1.32
328 29 0.88
329 32 1.33
329 445 1.75
329 200 0.94
330 286 1.39
330 541 1.25
330 285 0.72
331 542 0.46
331 317 1.46
331 276 0.83
332 114 1.03
332 443 0.44
332 317 0.71
333 289 1.69
333 240 1.66
333 328 0.43
334 579 0.71
334 487 1.2
334 468 0.65
335 506 0.84
335 152 0.9
335 168 1.15
336 234 1.37
336 180 1.55
336 556 1.85
337 403 1.45
337 520 1.8
337 582 1.09
338 421 1.32
338 430 0.63
338 563 0.51
339 148 0.46
339 394 0.9
339 291 0.73
340 21 1.47
340 277 0.46
340 248 0.66
341 145 1.44
341 539 0.8
341 554 0.92
342 552 1.51
342 70 1.63
342 244 0.91
343 93 1.26
343 496 0.41
343 39 1.91
344 31 0.59
344 331 0.85
344 90 1.29
345 178 1.13
345 196 0.68
345 578 1.5
346 35 0.87
346 411 0.68
346 356 0.61
347 120 1.83
347 121 0.89
347 332 0.79
348 128 1.88
348 67 0.97
348 72 0.8
349 472 1.12
349 378 0.44
349 68 0.84
350 593 1.53
350 302 1.37
350 25 1.87
351 118 1.27
351 301 1.29
351 279 0.79
352 571 1.44
352 211 0.83
352 359 0.95
353 394 0.28
353 229 1.14
353 20 1.29
354 117 2.33
354 455 1.91
354 277 1.49
355 74 0.55
355 346 0.84
355 514 2.76
356 300 0.46
356 202 1.16
356 1 1.35
357 164 0.79
357 512 1.75
357 121 1.39
358 471 1.41
358 21 1.39
358 176 0.52
359 442 0.61
359 422 0.93
359 398 2.54
360 341 0.48
360 512 1.48
360 425 1.05
361 510 0.58
361 341 0.73
361 109 0.88
362 237 1.04
362 10 0.63
362 133 0.45
363 74 0.81
363 71 1.55
363 224 1.41
364 56 1.75
364 30 0.64
364 66 1.21
365 127 0.81
365 332 0.75
365 212 2.03
366 113 0.82
366 36 1.3
366 286 0.47
367 32 0.8
367 499 1.2
367 539 1.87
368 592 0.44
368 55 1.95
368 441 1.05
369 300 2.87
369 29 0.81
369 74 0.53
370 598 1.06
370 58 0.45
370 535 0.57
371 573 2.12
371 237 1.24
371 395 0.92
372 433 1.14
372 167 0.87
372 297 1.3
373 170 0.92
373 262 0.37
373 40 1.19
374 248 1.92
374 529 0.76
374 212 0.51
375 92 1.6
375 370 1.91
375 177 1.71
376 387 1.1
376 117 1.55
376 218 0.78
377 75 0.75
377 597 1.05
377 363 0.86
378 122 2.22
378 361 0.99
378 269 1.3
379 533 0.74
379 299 0.96
379 425 0.95
380 92 0.39
380 565 1.13
380 124 2.31
381 23 1.11
381 409 0.98
381 248 1.7
382 335 0.76
382 69 0.9
382 134 0.34
383 249 1.03
383 203 1.05
383 294 0.71
384 121 0.63
384 424 0.83
384 39 1.04
385 436 1.5
385 244 1.33
385 206 1.0
386 390 0.76
386 361 0.85
386 51 0.57
387 66 0.75
387 554 0.45
387 3 0.98
388 531 0.46
388 421 1.33
388 378 1.49
389 51 0.98
389 197 0.89
389 134 0.92
390 42 0.64
390 599 0.74
390 277 1.02
391 511 1.27
391 437 1.78
391 446 1.01
392 308 0.66
392 528 0.7
392 146 0.87
393 392 2.24
393 512 0.62
393 595 2.17
394 457 0.76
394 154 0.42
394 243 0.39
395 190 0.49
395 568 0.71
395 128 3.49
396 407 0.74
396 555 0.86
396 153 1.34
397 319 1.6
397 426 1.42
397 200 1.97
398 59 0.85
398 591 1.15
398 268 1.29
399 117 0.6
399 499 1.19
399 206 1.64
400 557 0.87
400 286 1.11
400 595 0.42
401 526 0.78
401 489 1.07
401 408 1.12
402 199 0.93
402 230 1.13
402 529 1.97
403 343 1.02
403 212 0.5
403 65 0.98
404 582 1.37
404 312 0.83
404 500 1.22
405 35 0.81
405 136 4.4
405 544 1.35
406 453 1.95
406 499 0.77
406 283 1.04
407 517 0.81
407 562 1.81
407 469 0.92
408 433 0.5
408 102 0.69
408 447 1.04
409 312 1.82
409 37 1.33
409 18 0.8
410 371 0.82
410 387 1.38
410 279 1.68
411 74 0.57
411 501 1.09
411 350 1.49
412 128 1.4
412 232 0.89
412 20 1.41
413 486 1.34
413 506 0.51
413 412 0.75
414 70 1.84
414 222 0.89
414 314 1.55
415 167 2.03
415 284 1.63
415 223 1.02
416 172 0.76
416 102 1.13
416 329 2.17
417 106 0.37
417 532 1.62
417 149 0.3
418 1 0.74
418 245 0.94
418 366 1.18
419 199 1.14
419 271 1.25
419 54 0.9
420 378 0.92
420 328 1.61
420 41 0.92
421 552 3.04
421 183 0.77
421 377 1.29
422 511 0.69
422 369 0.7
422 120 0.89
423 308 0.78
423 324 2.33
423 84 0.7
424 492 1.09
424 25 1.98
424 83 1.39
425 218 1.45
425 288 0.7
425 230 1.32
426 58 1.91
426 456 0.95
426 282 1.37
427 517 0.83
427 145 2.41
427 228 0.39
428 579 1.43
428 235 0.9
428 440 1.64
429 102 0.66
429 578 2.9
429 357 1.9
430 285 0.77
430 455 0.81
430 98 1.19
431 50 0.69
431 6 1.53
431 81 1.48
432 3 0.62
432 424 1.1
432 442 0.79
433 100 1.1
433 123 1.37
433 487 0.63
434 461 1.57
434 250 1.36
434 448 0.49
435 436 0.69
435 377 1.61
435 16 1.18
436 81 1.06
436 449 2.6
436 160 1.23
437 57 1.32
437 74 1.1
437 562 2.07
438 324 0.64
438 65 1.16
438 499 1.39
439 217 0.63
439 476 2.11
439 245 2.23
440 596 1.23
440 397 1.26
440 383 0.67
441 574 1.82
441 209 2.46
441 515 1.11
442 311 0.58
442 543 0.63
442 470 2.36
443 46 1.1
443 547 1.09
443 335 1.64
444 118 1.17
444 254 0.95
444 547 0.86
445 542 0.39
445 160 0.85
445 573 1.0
446 301 2.14
446 207 1.26
446 514 0.95
447 422 1.34
447 43 2.62
447 251 0.58
448 52 1.15
448 450 1.27
448 39 0.95
449 78 0.51
449 180 2.02
449 260 1.16
450 458 0.79
450 520 1.26
450 62 0.72
451 25 0.56
451 504 0.76
451 247 1.53
452 374 1.18
452 595 0.68
452 282 0.31
453 344 1.02
453 459 1.0
453 250 1.43
454 515 1.14
454 170 1.9
454 177 0.74
455 65 0.82
455 118 0.8
455 260 1.12
456 77 1.37
456 163 0.62
456 348 1.01
457 143 0.52
457 188 0.58
457 468 1.29
458 303 0.78
458 528 0.49
458 104 1.15
459 289 3.25
459 448 1.06
459 261 1.91
460 489 0.72
460 224 0.87
460 49 0.94
461 164 2.28
461 317 0.44
461 121 1.41
462 463 1.8
462 170 1.3
462 372 0.8
463 143 1.79
463 365 0.63
463 496 0.67
464 228 1.18
464 299 2.23
464 313 0.74
465 143 0.81
465 212 0.58
465 458 0.84
466 283 1.03
466 522 0.68
466 558 0.67
467 188 1.53
467 318 1.12
467 331 0.81
468 260 1.44
468 42 0.71
468 463 0.66
469 293 1.29
469 271 2.32
469 105 1.21
470 272 0.66
470 542 1.24
470 144 0.36
471 263 0.81
471 53 0.28
471 330 0.26
472 402 0.99
472 204 1.26
472 24 0.75
473 141 0.39
473 170 2.96
473 580 0.46
474 291 0.8
474 34 1.33
474 411 1.66
475 336 1.98
475 539 0.58
475 241 0.82
476 412 0.94
476 216 0.45
476 433 0.4
477 101 0.79
477 123 1.1
477 254 0.72
478 209 0.86
478 597 0.98
478 416 0.97
479 223 1.96
479 131 0.94
479 20 0.89
480 219 2.47
480 562 0.49
480 149 1.32
481 271 1.36
481 259 0.89
481 17 1.27
482 278 0.65
482 24 1.52
482 352 0.77
483 128 0.31
483 533 2.66
483 564 1.06
484 518 0.41
484 460 0.54
484 227 0.89
485 45 1.71
485 592 2.19
485 316 0.97
486 467 0.91
486 21 1.33
486 380 1.16
487 231 0.56
487 406 1.21
487 2 0.56
488 544 0.38
488 298 0.87
488 289 0.78
489 130 2.21
489 192 1.2
489 564 0.82
490 179 1.73
490 115 0.99
490 27 1.91
491 362 0.55
491 361 1.41
491 386 0.91
492 39 0.64
492 275 0.67
492 91 0.68
493 77 0.66
493 322 2.69
493 203 1.37
494 234 2.04
494 52 0.59
494 202 0.53
495 585 0.43
495 492 0.73
495 425 1.96
496 88 1.72
496 512 1.16
496 133 1.27
497 578 1.19
497 443 0.87
497 414 0.74
498 395 0.78
498 425 0.66
498 575 0.96
499 35 1.12
499 247 0.78
499 250 0.92
500 348 2.8
500 422 0.56
500 555 1.23
501 263 0.51
501 29 1.78
501 490 0.26
502 443 0.62
502 49 2.26
502 506 1.12
503 285 1.15
503 561 0.64
503 517 1.07
504 144 2.3
504 46 0.81
504 381 0.59
505 325 0.67
505 46 1.74
505 405 1.08
506 284 1.18
506 340 0.79
506 599 1.6
507 599 2.29
507 267 0.79
507 234 0.67
508 278 4.04
508 442 1.21
508 240 0.21
509 139 0.91
509 57 0.58
509 57 0.4
510 189 1.2
510 369 0.94
510 145 1.4
511 357 0.57
511 283 1.19
511 417 1.35
512 160 0.67
512 87 1.66
512 306 0.52
513 540 1.79
513 238 0.94
513 26 0.59
514 426 1.41
514 335 1.23
514 405 0.74
515 180 0.82
515 503 0.95
515 83 3.32
516 334 1.26
516 397 0.73
516 585 0.49
517 87 1.38
517 473 1.93
517 525 0.44
518 575 0.76
518 490 1.91
518 372 1.07
519 209 0.81
519 79 2.05
519 501 0.96
520 349 1.96
520 584 1.19
520 256 2.94
521 358 0.53
521 351 1.3
521 441 0.67
522 229 0.93
522 7 0.53
522 420 1.26
523 426 0.6
523 463 0.66
523 8 3.39
524 105 0.34
524 229 1.32
524 219 0.69
525 371 0.86
525 299 0.47
525 310 0.31
526 327 0.48
526 115 0.59
526 354 1.73
527 538 1.49
527 225 0.74
527 177 1.18
528 215 1.42
528 376 0.89
528 152 0.58
529 429 0.84
529 70 0.79
529 539 0.84
530 100 1.24
530 230 0.95
530 372 0.59
531 345 0.64
531 309 1.02
531 97 0.47
532 244 0.99
532 515 0.9
532 232 1.45
533 391 0.66
533 536 0.86
533 343 0.63
534 307 0.84
534 87 0.92
534 555 0.72
535 454 2.74
535 231 0.35
535 241 4.13
536 214 1.01
536 499 1.48
536 193 0.89
537 282 0.59
537 133 0.81
537 583 1.54
538 412 1.02
538 143 0.52
538 12 1.2
539 281 0.77
539 534 1.18
539 515 1.69
540 252 1.19
540 235 1.18
540 582 0.6
541 77 2.42
541 239 2.38
541 520 1.14
542 135 0.34
542 465 0.54
542 427 0.52
543 332 0.35
543 55 0.69
543 415 0.76
544 315 0.68
544 578 0.9
544 224 1.82
545 254 1.32
545 103 1.14
545 166 1.39
546 67 0.27
546 43 1.13
546 106 3.24
547 62 0.97
547 498 0.74
547 598 1.62
548 503 1.85
548 213 0.65
548 187 2.86
549 321 0.72
549 425 0.79
549 317 1.36
550 90 0.6
550 270 0.71
550 65 0.35
551 550 0.92
551 229 0.64
551 559 1.59
552 96 1.17
552 482 0.71
552 271 0.73
553 527 1.19
553 494 0.98
553 169 0.93
554 557 1.46
554 259 1.7
554 272 0.3
555 228 0.69
555 65 1.2
555 126 0.42
556 151 0.59
556 231 0.56
556 185 1.54
557 497 0.64
557 119 0.87
557 87 1.37
558 346 0.92
558 52 1.33
558 128 1.61
559 575 1.23
559 105 0.54
559 450 0.65
560 284 0.74
560 538 0.91
560 159 2.09
561 167 0.58
561 234 1.26
561 451 0.43
562 165 0.85
562 427 0.63
562 17 0.6
563 449 0.78
563 269 1.21
563 306 0.75
564 293 0.84
564 149 0.67
564 46 0.86
565 291 1.2
565 195 1.07
565 254 1.3
566 327 1.18
566 552 0.62
566 379 0.5
567 470 0.57
567 561 0.85
567 294 0.75
568 243 1.2
568 410 1.02
568 24 0.44
569 518 1.24
569 260 1.83
569 20 0.71
570 343 3.38
570 346 0.48
570 3 1.22
571 575 0.81
571 108 1.02
571 476 0.39
572 595 0.19
572 324 1.86
572 181 1.95
573 439 0.94
573 533 2.08
573 437 2.16
574 394 0.5
574 521 0.98
574 374 2.23
575 351 1.14
575 183 1.76
575 71 0.27
576 23 0.84
576 561 0.68
576 52 1.72
577 275 1.57
577 308 1.28
577 39 1.41
578 318 2.3
578 99 1.2
578 539 0.44
579 70 1.15
579 593 0.75
579 2 1.55
580 374 0.67
580 325 0.34
580 41 1.22
581 529 2.35
581 303 0.88
581 215 0.77
582 118 0.87
582 132 0.56
