source target weight
60 224 0.86
60 473 0.91
61 613 1.07
61 27 0.99
61 698 0.96
62 3 0.68
62 413 1.23
62 696 0.35
63 438 1.64
63 201 1.04
63 689 2.22
64 133 0.94
64 632 1.51
64 81 1.79
65 663 1.05
65 568 1.11
65 194 0.94
66 256 1.09
66 201 3.41
66 757 1.17
67 388 0.84
67 479 0.3
67 338 2.3
68 596 1.18
68 231 1.14
68 117 1.16
69 293 0.45
69 383 1.45
69 348 0.74
70 495 1.18
70 202 1.76
70 753 0.87
71 327 0.99
71 774 2.94
71 142 0.66
72 729 1.72
72 286 0.75
72 94 0.8
73 361 1.05
73 88 1.08
73 83 1.65
74 566 1.43
74 458 1.11
74 16 0.89
75 310 0.66
75 716 2.07
75 375 1.07
76 276 1.15
76 228 1.59
76 331 1.03
77 369 0.89
77 318 0.94
77 309 0.41
78 603 2.05
78 715 1.83
78 111 1.32
79 377 1.37
79 650 0.43
79 347 0.92
80 24 0.72
80 582 1.66
80 472 0.82
81 187 0.98
81 72 0.42
81 724 1.42
82 670 0.76
82 735 1.52
82 524 0.64
83 605 0.82
83 278 1.73
83 520 1.68
84 304 2.33
84 286 2.17
84 740 1.02
85 706 1.34
85 63 0.76
85 243 0.95
86 685 1.12
86 470 2.78
86 547 0.41
87 459 0.8
87 230 1.69
87 148 1.81
88 361 0.76
88 151 0.5
88 542 1.89
89 797 1.24
89 309 1.29
89 499 0.76
90 533 2.63
90 394 0.34
90 550 1.41
91 148 0.74
91 340 1.36
91 209 0.87
92 329 1.79
92 202 1.9
92 772 1.27
93 555 1.01
93 799 0.77
93 293 0.33
94 795 1.34
94 2 1.06
94 304 0.45
95 144 2.05
95 416 0.76
95 54 0.5
96 247 0.57
96 676 1.7
96 547 0.72
97 262 1.5
97 529 1.5
97 664 0.84
98 230 0.57
98 322 0.85
98 538 0.93
99 717 0.78
99 419 1.07
99 744 1.31
100 280 0.82
100 574 1.34
100 247 1.33
101 627 1.5
101 621 0.46
101 719 0.52
102 366 0.61
102 224 1.14
102 115 1.01
103 548 1.64
103 249 2.04
103 194 1.39
104 304 0.81
104 188 0.94
104 794 0.79
105 280 1.28
105 522 2.01
105 324 2.08
106 699 0.39
106 722 1.54
106 179 2.03
107 556 0.75
107 564 3.09
107 218 0.51
108 7 0.53
108 94 1.38
108 597 0.4
109 282 3.63
109 235 0.4
109 380 1.22
110 30 1.16
110 625 0.65
110 459 2.97
111 294 0.76
111 318 0.55
111 437 1.37
112 227 0.48
112 404 0.99
112 76 1.12
113 541 1.12
113 452 0.69
113 671 0.71
114 675 2.96
114 562 0.69
114 779 0.42
115 432 0.84
115 177 1.02
115 645 1.76
116 788 0.82
116 393 1.91
116 260 0.94
117 172 1.33
117 486 1.96
117 221 2.88
118 430 2.03
118 264 1.16
118 246 1.8
119 670 0.43
119 408 1.59
119 174 1.72
120 24 1.42
120 142 2.09
120 755 0.8
121 103 1.28
121 368 1.9
121 684 1.47
122 794 1.03
122 528 0.73
122 64 1.09
123 475 0.93
123 232 1.37
123 120 0.52
124 285 1.2
124 468 3.28
124 32 0.55
125 543 1.01
125 633 1.46
125 333 1.98
126 326 1.71
126 386 0.6
126 40 1.19
127 321 0.26
127 89 0.88
127 594 0.58
128 686 3.1
128 141 1.7
128 550 1.47
129 59 0.51
129 602 1.5
129 98 2.42
130 231 0.3
130 164 0.93
130 91 0.75
131 660 0.9
131 409 1.05
131 445 0.52
132 439 0.92
132 666 0.92
132 366 0.73
133 702 0.85
133 190 0.9
133 7 0.96
134 51 0.97
134 93 0.75
134 663 0.64
135 188 0.89
135 591 1.1
135 501 1.59
136 16 2.12
136 203 0.75
136 212 0.66
137 261 0.78
137 493 3.5
137 250 0.85
138 649 1.88
138 254 0.78
138 543 0.91
139 301 1.63
139 394 0.67
139 123 1.06
140 691 0.88
140 142 0.83
140 133 0.75
141 271 0.59
141 53 0.66
141 471 1.24
142 676 3.04
142 552 0.99
142 718 0.87
143 322 0.96
143 374 2.3
143 573 0.62
144 47 2.29
144 2 0.91
144 571 1.61
145 488 0.63
145 230 1.2
145 254 1.59
146 117 1.15
146 134 1.11
146 741 0.66
147 477 1.07
147 430 1.37
147 388 0.4
148 350 0.68
148 212 2.36
148 617 3.12
149 585 1.04
149 543 1.69
149 727 1.44
150 13 1.52
150 643 1.76
150 81 2.04
151 17 0.74
151 298 0.64
151 568 1.62
152 314 1.78
152 345 0.83
152 14 2.04
153 728 0.47
153 446 0.48
153 615 1.36
154 654 0.73
154 292 1.4
154 349 0.96
155 221 1.1
155 428 0.98
155 341 1.49
156 703 0.45
156 482 1.63
156 600 1.52
157 760 0.78
157 444 0.68
157 541 0.7
158 352 0.51
158 493 0.64
158 258 1.47
159 726 1.56
159 695 2.28
159 60 1.31
160 767 0.98
160 175 1.09
160 324 0.74
161 644 2.79
161 313 0.69
161 603 1.01
162 167 1.7
162 149 0.56
162 524 1.46
163 162 2.44
163 536 2.39
163 485 1.52
164 313 0.84
164 319 0.9
164 550 1.48
165 73 0.71
165 187 0.7
165 266 0.84
166 781 1.09
166 792 1.59
166 233 1.19
167 489 0.75
167 152 1.3
167 62 0.28
168 92 1.99
168 144 1.7
168 610 3.0
169 458 1.27
169 178 1.57
169 464 0.61
170 256 0.64
170 661 0.66
170 491 0.47
171 629 0.53
171 460 1.82
171 417 1.44
172 487 1.62
172 497 0.99
172 472 0.71
173 605 1.2
173 555 1.16
173 447 1.24
174 281 0.85
174 391 1.22
174 231 0.52
175 42 0.43
175 165 2.16
175 735 0.82
176 609 1.71
176 766 0.63
176 794 1.46
177 189 0.93
177 271 1.49
177 652 0.8
178 663 0.95
178 59 1.22
178 79 0.95
179 620 1.29
179 445 0.71
179 557 1.75
180 501 0.74
180 28 2.69
180 547 0.62
181 477 0.76
181 228 1.29
181 218 0.75
182 574 0.45
182 10 1.18
182 10 1.04
183 294 0.62
183 260 0.26
183 78 0.79
184 166 1.03
184 559 1.66
184 56 0.55
185 455 2.3
185 639 0.55
185 297 1.14
186 372 0.99
186 412 1.33
186 329 0.63
187 12 0.72
187 272 0.91
187 464 1.29
188 491 0.89
188 207 1.24
188 106 1.22
189 537 0.59
189 352 1.17
189 546 1.45
190 208 1.22
190 85 1.04
190 740 0.71
191 21 0.26
191 248 1.65
191 533 2.24
192 758 0.53
192 741 1.22
192 579 2.36
193 255 1.28
193 289 0.88
193 212 0.37
194 36 0.55
194 525 0.75
194 558 1.88
195 303 0.86
195 407 2.08
195 278 1.24
196 793 1.25
196 352 0.37
196 642 0.7
197 697 1.6
197 46 1.31
197 275 1.74
198 609 1.35
198 697 1.4
198 641 0.7
199 219 1.83
199 420 0.88
199 559 0.91
200 360 0.72
200 517 1.26
200 249 0.67
201 316 0.52
201 638 0.79
201 557 0.55
202 154 0.73
202 412 1.23
202 634 0.42
203 362 2.15
203 734 0.79
203 676 2.09
204 573 0.48
204 557 1.44
204 700 2.14
205 681 1.05
205 654 0.78
205 602 1.61
206 6 0.91
206 761 0.17
206 60 0.7
207 699 1.82
207 177 1.82
207 685 1.22
208 198 0.81
208 543 0.4
208 606 1.49
209 581 2.4
209 284 0.59
209 419 0.73
210 625 2.05
210 426 2.42
210 549 0.94
211 441 1.61
211 160 1.2
211 254 1.21
212 233 0.69
212 233 0.6
212 556 0.72
213 143 0.94
213 270 0.51
213 231 1.48
214 199 1.3
214 330 1.89
214 281 0.95
215 291 1.79
215 57 0.46
215 90 1.37
216 397 0.79
216 737 1.18
216 2 1.21
217 591 0.76
217 428 1.38
217 418 0.59
218 431 0.47
218 759 0.45
218 760 0.48
219 294 0.64
219 618 1.44
219 558 0.55
220 753 0.78
220 528 3.58
220 674 0.75
221 103 0.53
221 421 0.76
221 569 2.18
222 199 0.95
222 656 0.84
222 183 0.93
223 702 1.13
223 746 1.47
223 377 1.35
224 644 1.37
224 336 0.49
224 378 2.25
225 324 0.95
225 386 0.71
225 429 1.29
226 190 0.93
226 303 0.75
226 752 0.88
227 181 0.77
227 242 1.37
227 218 2.31
228 703 1.75
228 58 1.8
228 339 0.6
229 547 1.06
229 327 0.86
229 231 1.66
230 197 1.55
230 37 0.42
230 59 2.28
231 603 0.73
231 466 0.29
231 736 0.75
232 442 1.37
232 382 0.46
232 651 0.82
233 703 1.73
233 213 0.86
233 299 0.67
234 19 0.76
234 525 1.26
234 52 0.86
235 410 0.52
235 718 1.58
235 141 1.27
236 158 2.1
236 350 0.73
236 487 0.76
237 536 0.55
237 552 0.93
237 193 1.31
238 796 0.91
238 296 1.18
238 248 1.53
239 432 3.18
239 154 1.57
239 594 1.18
240 436 0.5
240 251 0.6
240 198 0.72
241 444 1.11
241 761 0.35
241 500 1.38
242 642 1.28
242 564 1.51
242 736 1.06
243 459 0.53
243 231 1.39
243 571 1.22
244 28 0.62
244 526 1.39
244 133 1.08
245 33 1.33
245 214 0.66
245 248 0.84
246 467 2.03
246 588 1.22
246 256 1.56
247 279 0.59
247 659 1.4
247 572 2.68
248 56 1.32
248 579 1.98
248 367 0.92
249 475 0.83
249 552 0.45
249 137 0.61
250 263 2.16
250 161 1.41
250 204 1.1
251 228 1.48
251 120 0.88
251 90 0.44
252 553 1.16
252 485 1.93
252 624 0.62
253 188 0.64
253 367 3.35
253 589 1.25
254 410 0.89
254 544 0.73
254 758 1.01
255 723 0.25
255 228 1.59
255 312 0.48
256 799 0.65
256 607 0.47
256 790 0.47
257 224 1.45
257 775 0.97
257 477 1.3
258 676 0.74
258 591 1.69
258 541 0.63
259 641 1.4
259 645 1.11
259 256 0.57
260 622 0.64
260 124 0.82
260 793 0.52
261 337 2.0
261 167 2.77
261 758 0.44
262 788 1.51
262 100 0.36
262 581 1.67
263 473 1.21
263 10 0.53
263 385 1.39
264 269 1.93
264 163 0.98
264 82 1.36
265 750 0.37
265 81 0.47
265 115 2.39
266 111 0.74
266 127 1.06
266 453 0.85
267 581 1.38
267 182 2.87
267 158 1.59
268 443 1.31
268 604 0.81
268 546 1.36
269 505 1.06
269 97 1.08
269 647 1.61
270 461 0.81
270 84 1.15
270 286 0.63
271 484 0.65
271 419 1.16
271 683 1.84
272 595 0.54
272 731 0.66
272 462 1.35
273 595 1.49
273 224 0.58
273 281 0.64
274 608 1.75
274 207 0.82
274 601 1.11
275 265 1.73
275 48 0.58
275 270 1.08
276 197 0.92
276 475 1.92
276 310 2.0
277 445 1.38
277 97 0.99
277 695 0.65
278 617 1.06
278 659 0.73
278 594 1.54
279 502 1.0
279 452 0.86
279 388 2.47
280 240 0.29
280 638 0.8
280 470 0.53
281 361 0.74
281 538 0.58
281 467 2.08
282 185 1.64
282 546 0.57
282 17 1.5
283 584 1.68
283 737 1.14
283 547 1.09
284 547 1.74
284 281 1.03
284 526 0.49
285 94 0.97
285 245 1.36
285 548 0.62
286 19 0.87
286 474 1.6
286 608 0.51
287 144 0.51
287 758 1.6
287 776 0.96
288 800 2.37
288 29 0.77
288 129 1.7
289 53 0.72
289 53 0.58
289 379 0.88
290 609 1.12
290 497 0.57
290 183 1.04
291 207 1.57
291 97 1.97
291 133 0.79
292 99 0.82
292 331 1.03
292 349 1.27
293 247 0.74
293 465 0.56
293 180 0.62
294 142 0.82
294 665 0.67
294 101 1.23
295 311 0.98
295 294 0.82
295 121 0.83
296 235 0.58
296 117 0.93
296 32 0.75
297 753 1.38
297 65 0.97
297 669 2.07
298 444 0.95
298 305 2.29
298 460 0.89
299 284 2.13
299 443 2.09
299 553 1.28
300 681 2.31
300 515 0.48
300 577 0.99
301 480 1.06
301 682 0.49
301 68 0.73
302 577 1.12
302 555 1.23
302 13 0.74
303 709 0.74
303 75 0.83
303 769 0.61
304 235 1.82
304 705 1.69
304 495 2.32
305 126 1.04
305 573 2.74
305 790 0.82
306 357 0.88
306 346 0.91
306 434 0.45
307 135 1.25
307 11 1.63
307 575 0.85
308 709 1.73
308 675 0.72
308 263 1.88
309 441 0.36
309 601 1.16
309 323 0.92
310 454 0.96
310 131 1.22
310 276 1.51
311 646 1.38
311 630 0.67
311 135 0.81
312 130 1.24
312 787 1.01
312 486 0.57
313 591 0.96
313 436 0.83
313 415 1.13
314 100 0.73
314 600 1.29
314 607 0.57
315 621 1.29
315 674 3.06
315 116 0.9
316 712 1.12
316 126 2.21
316 171 1.04
317 124 1.05
317 343 0.59
317 54 2.6
318 207 1.39
318 265 2.35
318 355 0.97
319 479 1.04
319 585 0.49
319 668 0.23
320 602 0.77
320 358 0.9
320 375 1.04
321 722 0.79
321 349 1.3
321 576 1.2
322 157 1.08
322 35 0.59
322 784 0.86
323 481 0.77
323 254 0.69
323 217 0.95
324 63 0.59
324 489 0.67
324 259 1.2
325 93 0.28
325 127 0.63
325 44 1.81
326 573 1.07
326 652 1.31
326 435 0.72
327 434 0.76
327 462 2.82
327 190 0.66
328 467 0.89
328 318 1.06
328 654 1.16
329 379 0.74
329 796 1.05
329 146 0.52
330 311 0.59
330 88 1.7
330 203 1.03
331 88 1.79
331 646 0.73
331 786 0.64
332 457 0.76
332 522 1.04
332 33 0.77
333 640 1.79
333 115 1.23
333 753 0.39
334 305 1.96
334 745 1.41
334 379 0.35
335 342 0.7
335 237 2.07
335 361 0.23
336 753 0.49
336 171 1.08
336 654 0.59
337 9 1.25
337 536 0.94
337 408 0.7
338 515 0.8
338 211 0.5
338 335 1.73
339 187 1.53
339 528 2.05
339 187 0.29
340 735 0.93
340 483 1.45
340 165 1.74
341 320 0.53
341 609 1.02
341 549 1.08
342 570 1.07
342 609 0.7
342 571 1.71
343 718 1.06
343 6 1.69
343 733 0.63
344 437 2.05
344 93 0.53
344 397 0.7
345 7 2.6
345 412 1.26
345 15 1.76
346 781 1.31
346 796 0.59
346 485 0.86
347 17 1.16
347 600 1.02
347 235 0.23
348 546 0.8
348 35 1.31
348 712 0.96
349 78 0.81
349 777 1.83
349 519 0.66
350 704 0.97
350 684 0.93
350 766 1.93
351 749 0.85
351 203 1.32
351 325 1.28
352 82 1.45
352 491 1.96
352 190 0.71
353 776 0.5
353 56 1.63
353 241 2.01
354 310 1.39
354 170 1.11
354 334 0.59
355 348 1.22
355 551 1.13
355 435 0.91
356 717 0.97
356 514 0.79
356 450 0.5
357 691 0.85
357 81 1.71
357 671 0.77
358 624 0.98
358 527 0.62
358 323 0.79
359 673 1.06
359 87 0.57
359 142 1.21
360 746 0.72
360 162 0.82
360 649 1.39
361 713 0.69
361 485 0.7
361 285 2.17
362 532 0.88
362 90 0.56
362 44 1.2
363 92 1.64
363 498 0.93
363 140 0.67
364 177 0.62
364 193 0.74
364 682 1.86
365 194 0.55
365 732 1.14
365 398 1.28
366 90 0.78
366 693 0.47
366 339 0.72
367 484 0.43
367 621 0.36
367 599 0.78
368 179 1.74
368 740 0.66
368 197 1.13
369 784 0.35
369 384 0.45
369 514 1.34
370 426 1.45
370 231 0.81
370 169 0.42
371 61 0.58
371 145 0.48
371 557 0.79
372 684 1.58
372 486 2.81
372 144 1.47
373 306 2.16
373 606 1.02
373 389 1.52
374 576 0.48
374 138 0.57
374 53 1.58
375 341 0.98
375 94 0.87
375 39 0.49
376 262 2.02
376 127 0.97
376 706 0.99
377 362 0.68
377 601 1.22
377 132 0.77
378 414 1.04
378 417 1.02
378 307 2.1
379 103 1.81
379 220 0.98
379 358 1.0
380 738 1.02
380 516 0.71
380 466 2.56
381 234 1.65
381 153 2.12
381 673 0.82
382 444 0.91
382 213 0.63
382 387 0.59
383 389 1.86
383 461 2.62
383 147 1.56
384 762 0.5
384 636 2.44
384 578 0.8
385 241 1.03
385 739 0.91
385 118 1.95
386 527 0.91
386 54 0.55
386 260 0.7
387 120 0.97
387 132 0.44
387 264 0.68
388 698 1.3
388 268 0.57
388 300 1.04
389 416 0.85
389 196 0.54
389 479 1.22
390 166 1.06
390 411 0.66
390 337 1.64
391 733 1.08
391 433 1.84
391 184 0.78
392 85 1.09
392 350 1.52
392 561 1.28
393 115 1.33
393 165 0.66
393 487 0.93
394 478 1.94
394 715 1.44
394 487 1.09
395 764 0.94
395 260 0.34
395 13 1.05
396 491 0.6
396 643 1.25
396 164 0.74
397 472 1.33
397 56 2.09
397 787 0.99
398 202 0.72
398 618 0.94
398 468 0.71
399 651 1.07
399 85 0.88
399 155 1.15
400 588 0.8
400 392 0.75
400 120 0.59
401 419 1.52
401 64 0.91
401 9 0.66
402 393 1.48
402 380 0.78
402 528 0.44
403 621 0.7
403 331 1.32
403 790 1.55
404 388 1.45
404 32 1.83
404 470 1.3
405 424 0.51
405 706 2.57
405 365 0.93
406 444 0.9
406 767 1.37
406 496 1.41
407 262 1.11
407 282 0.6
407 8 1.46
408 522 2.12
408 9 0.91
408 673 1.78
409 241 1.09
409 216 0.67
409 311 1.69
410 222 1.22
410 457 1.16
410 188 1.94
411 388 0.87
411 244 0.45
411 484 0.36
412 37 0.54
412 69 1.89
412 350 0.57
413 531 0.97
413 791 1.29
413 187 0.8
414 266 1.43
414 100 1.36
414 591 2.89
415 379 2.51
415 488 0.63
415 514 0.86
416 597 0.8
416 244 1.46
416 245 0.63
417 441 1.66
417 789 1.16
417 721 0.43
418 731 1.43
418 531 1.0
418 4 1.1
419 396 1.1
419 265 1.14
419 435 0.66
420 209 1.03
420 184 0.88
420 577 0.62
421 429 0.67
421 564 1.64
421 768 1.06
422 63 0.58
422 690 0.25
422 764 0.47
423 610 0.37
423 311 1.78
423 204 0.93
424 752 1.62
424 501 1.71
424 774 0.91
425 677 0.61
425 59 2.65
425 126 1.04
426 457 1.13
426 334 0.39
426 627 0.72
427 215 0.5
427 260 1.3
427 194 1.36
428 35 2.01
428 704 1.07
428 707 0.91
429 442 2.77
429 775 0.66
429 486 0.65
430 550 0.83
430 28 0.73
430 583 1.33
431 331 1.8
431 265 0.66
431 177 0.51
432 49 1.59
432 370 0.77
432 98 0.44
433 726 0.57
433 98 0.48
433 644 0.75
434 708 0.86
434 422 1.03
434 294 1.36
435 402 1.61
435 181 0.72
435 316 0.68
436 162 1.21
436 85 0.9
436 703 1.77
437 694 1.57
437 789 1.31
437 516 0.83
438 278 0.72
438 297 0.44
438 534 1.17
439 286 1.59
439 215 1.49
439 375 0.94
440 559 1.01
440 453 0.95
440 225 0.91
441 763 0.49
441 430 1.06
441 94 0.58
442 109 2.26
442 70 1.45
442 473 1.39
443 640 0.63
443 7 0.59
443 599 1.03
444 739 0.48
444 541 0.86
444 380 0.64
445 596 1.02
445 310 0.61
445 61 0.74
446 395 0.73
446 633 0.52
446 652 0.41
447 402 0.47
447 217 0.45
447 166 0.41
448 176 1.27
448 107 0.72
448 639 0.8
449 231 0.9
449 679 0.76
449 777 1.15
450 601 0.97
450 362 0.85
450 13 0.52
451 546 1.76
451 313 0.43
451 77 1.32
452 300 0.46
452 333 2.41
452 66 3.11
453 651 0.47
453 436 1.03
453 485 1.34
454 371 0.49
454 624 2.16
454 151 0.72
455 688 1.5
455 555 0.97
455 502 2.07
456 101 0.72
456 611 0.82
456 362 1.63
457 139 1.08
457 56 1.3
457 580 1.15
458 293 1.39
458 59 1.45
458 632 0.41
459 768 0.89
459 54 1.7
459 292 2.4
460 417 0.9
460 37 0.62
460 449 1.22
461 39 1.07
461 223 0.88
461 135 1.76
462 420 0.61
462 540 2.94
462 128 0.77
463 781 0.81
463 483 0.89
463 456 1.4
464 12 0.97
464 605 1.5
464 297 1.02
465 136 1.8
465 625 1.19
465 485 0.93
466 9 1.26
466 218 0.63
466 729 0.99
467 40 0.88
467 549 0.87
467 687 1.43
468 81 1.46
468 556 1.67
468 647 0.61
469 535 1.57
469 406 2.76
469 697 1.71
470 120 1.09
470 222 0.49
470 434 0.6
471 674 1.24
471 199 1.39
471 721 1.85
472 554 2.61
472 79 0.81
472 140 0.75
473 586 1.01
473 721 1.17
473 596 0.66
474 222 0.71
474 258 0.57
474 760 1.49
475 703 1.64
475 344 0.52
475 753 0.37
476 173 0.67
476 321 1.17
476 162 0.51
477 732 1.43
477 54 1.17
477 405 0.68
478 738 0.92
478 408 1.47
478 755 2.59
479 751 0.75
479 226 0.58
479 43 0.56
480 184 1.2
480 180 0.6
480 203 1.6
481 431 1.14
481 9 0.84
481 591 0.96
482 692 0.8
482 392 0.91
482 427 1.73
483 433 0.57
483 121 0.6
483 199 0.61
484 490 0.45
484 275 1.32
484 686 0.87
485 450 0.36
485 716 1.45
485 196 1.6
486 739 2.22
486 578 0.52
486 76 0.76
487 278 1.17
487 240 0.98
487 149 0.8
488 393 0.72
488 347 0.81
488 399 1.02
489 54 1.35
489 795 0.77
489 677 0.56
490 163 1.07
490 498 0.95
490 236 0.59
491 198 0.98
491 582 0.99
491 789 0.66
492 506 0.74
492 233 0.47
492 37 3.03
493 205 0.75
493 350 1.87
493 268 2.07
494 362 0.96
494 729 0.85
494 122 0.68
495 617 1.18
495 241 1.09
495 531 2.01
496 237 1.43
496 557 1.07
496 587 1.1
497 553 1.51
497 504 1.36
497 76 1.13
498 174 2.24
498 25 1.37
498 206 1.68
499 738 1.09
499 3 0.96
499 566 1.66
500 227 1.52
500 514 0.59
500 322 1.27
501 581 1.04
501 186 0.33
501 337 1.14
502 702 2.15
502 786 1.08
502 417 0.87
503 187 1.34
503 324 1.46
503 98 0.69
504 282 0.82
504 422 1.01
504 407 0.42
505 504 1.84
505 590 0.78
505 472 1.13
506 600 0.81
506 106 0.94
506 607 0.58
507 277 1.87
507 273 1.69
507 77 3.07
508 29 0.65
508 253 0.95
508 598 1.09
509 41 0.4
509 93 0.76
509 727 0.46
510 666 1.03
510 223 0.87
510 123 1.13
511 743 0.62
511 602 1.77
511 632 0.54
512 767 1.18
512 796 1.77
512 431 0.97
513 518 0.79
513 598 0.4
513 703 1.19
514 701 0.67
514 161 1.62
514 618 0.77
515 4 2.35
515 773 1.6
515 591 0.42
516 291 0.56
516 747 0.66
516 95 0.86
517 310 0.44
517 561 1.33
517 40 0.98
518 706 1.09
518 488 1.56
518 222 1.61
519 519 1.37
519 406 2.43
519 134 1.59
520 146 1.85
520 10 0.4
520 572 0.81
521 353 0.75
521 459 0.97
521 612 0.71
522 157 1.17
522 297 0.9
522 395 2.02
523 109 1.68
523 369 0.35
523 697 0.71
524 544 0.96
524 483 0.63
524 787 0.96
525 422 1.58
525 339 2.0
525 112 1.25
526 577 1.15
526 612 0.58
526 470 1.14
527 343 0.84
527 695 1.64
527 217 0.97
528 166 1.19
528 653 0.78
528 499 0.7
529 261 0.58
529 680 1.42
529 663 0.59
530 241 1.82
530 749 0.93
530 423 1.02
531 338 0.82
531 443 0.35
531 485 1.15
532 344 1.18
532 266 0.81
532 365 1.65
533 537 1.47
533 253 0.95
533 314 1.07
534 527 0.79
534 270 0.58
534 515 1.49
535 365 1.59
535 765 0.74
535 675 1.59
536 242 0.94
536 65 2.28
536 114 0.46
537 418 0.64
537 133 1.05
537 27 0.93
538 582 1.2
538 84 1.34
538 250 0.65
539 26 0.98
539 149 1.26
539 166 1.03
540 303 0.92
540 696 1.47
540 760 1.04
541 21 1.69
541 643 0.62
541 698 0.7
542 115 1.53
542 635 2.28
542 656 1.2
543 184 1.06
543 642 0.83
543 123 0.8
544 257 1.61
544 46 0.27
544 321 1.39
545 165 0.48
545 33 1.48
545 399 1.01
546 661 0.99
546 231 0.73
546 236 0.49
547 770 0.53
547 107 1.81
547 56 0.75
548 505 0.87
548 12 0.78
548 172 3.1
549 650 1.19
549 633 1.72
549 24 1.22
550 562 0.39
550 799 1.49
550 431 1.18
551 510 1.13
551 648 0.65
551 447 0.77
552 504 0.94
552 613 0.32
552 66 1.66
553 173 0.68
553 112 0.81
553 362 2.23
554 618 1.06
554 5 0.63
554 556 1.37
555 358 1.68
555 390 2.07
555 316 1.27
556 704 0.67
556 312 1.2
556 783 1.01
557 640 0.9
557 584 1.32
557 290 1.04
558 660 1.77
558 120 1.03
558 291 1.29
559 460 1.14
559 325 0.92
559 247 0.58
560 719 1.51
560 186 1.66
560 752 1.89
561 37 1.97
561 637 0.9
561 130 1.36
562 723 0.71
562 7 0.52
562 10 0.92
563 85 1.99
563 416 1.6
563 69 0.72
564 397 0.97
564 518 1.06
564 204 0.46
565 13 1.45
565 377 1.54
565 405 0.76
566 759 0.67
566 541 1.14
566 248 1.33
567 585 2.23
567 623 1.2
567 7 1.14
568 77 0.61
568 1 0.91
568 147 0.8
569 702 0.93
569 666 2.01
569 145 1.91
570 510 0.97
570 148 0.51
570 523 0.54
571 644 1.4
571 475 1.02
571 578 0.54
572 670 1.42
572 120 1.42
572 409 1.04
573 30 0.53
573 800 1.23
573 371 1.14
574 443 0.37
574 659 0.76
574 668 1.03
575 73 0.81
575 69 0.52
575 123 0.94
576 389 2.79
576 599 0.65
576 137 0.94
577 335 1.02
577 62 1.19
577 556 1.03
578 526 0.85
578 289 0.6
578 319 0.72
579 193 1.34
579 397 1.52
579 74 2.33
580 571 0.86
580 313 0.89
580 371 1.03
581 108 0.75
581 668 1.06
581 439 0.78
582 409 0.78
582 611 1.57
