source target weight
44 27 2.37
44 257 0.71
44 235 1.16
45 195 1.88
45 214 0.9
45 133 0.99
46 178 1.69
46 168 1.21
46 63 1.02
47 143 2.61
47 174 0.95
47 205 1.01
48 5 1.39
48 199 0.32
48 6 0.83
49 169 0.68
49 191 0.65
49 41 0.72
50 21 0.89
50 149 0.72
50 174 1.02
51 24 1.26
51 210 0.75
51 158 1.09
52 22 1.21
52 85 1.0
52 17 0.59
53 99 1.51
53 177 0.62
53 291 1.59
54 288 1.21
54 221 0.3
54 64 0.7
55 103 2.27
55 199 1.23
55 25 1.13
56 240 1.02
56 66 1.28
56 216 0.78
57 229 0.58
57 207 1.43
57 243 1.83
58 108 0.42
58 145 0.59
58 241 1.19
59 97 0.96
59 79 1.72
59 162 0.73
60 208 0.93
60 267 1.34
60 254 0.59
61 176 1.82
61 11 0.72
61 145 0.51
62 185 1.19
62 127 0.98
62 214 1.5
63 252 1.78
63 36 1.82
63 181 1.52
64 291 1.48
64 130 1.03
64 4 0.46
65 175 1.3
65 15 0.67
65 37 0.67
66 231 0.88
66 23 1.24
66 154 0.57
67 119 0.54
67 179 0.79
67 165 1.1
68 38 1.07
68 98 0.82
68 3 0.7
69 27 0.67
69 170 0.75
69 186 2.94
70 151 0.61
70 184 1.0
70 253 1.1
71 267 0.48
71 208 1.08
71 193 1.69
72 287 1.46
72 65 0.9
72 168 1.15
73 180 1.3
73 267 0.96
73 18 0.96
74 106 0.64
74 72 1.05
74 165 1.59
75 132 1.95
75 69 0.69
75 32 0.72
76 12 0.98
76 238 0.76
76 274 2.29
77 107 0.67
77 265 0.86
77 171 0.66
78 202 1.09
78 225 0.77
78 76 0.54
79 18 1.13
79 6 1.07
79 180 0.82
80 289 0.72
80 254 0.52
80 74 1.36
81 264 0.7
81 269 1.71
81 96 1.47
82 42 0.71
82 153 0.51
82 81 1.47
83 174 1.43
83 257 1.43
83 41 1.3
84 76 1.18
84 13 0.63
84 117 0.67
85 143 1.39
85 123 0.99
85 3 0.81
86 43 0.82
86 100 1.15
86 274 1.08
87 171 0.51
87 169 0.45
87 140 1.58
88 98 0.95
88 145 0.62
88 288 0.99
89 149 0.92
89 190 1.57
89 285 1.15
90 246 0.63
90 115 1.05
90 135 2.76
91 7 0.8
91 300 1.0
91 298 0.94
92 34 0.98
92 201 1.33
92 54 1.8
93 160 0.58
93 282 0.83
93 71 1.97
94 246 0.87
94 282 1.19
94 11 2.09
95 8 0.98
95 116 0.93
95 71 0.89
96 205 0.54
96 216 0.95
96 30 1.41
97 120 1.09
97 270 1.22
97 148 1.02
98 200 0.63
98 195 1.73
98 54 1.27
99 257 1.19
99 291 0.68
99 114 0.79
100 254 1.25
100 299 0.42
100 188 0.69
101 155 1.44
101 71 0.73
101 57 0.81
102 287 0.86
102 12 1.23
102 147 1.1
103 109 0.92
103 124 1.25
103 11 0.91
104 191 1.35
104 133 0.69
104 80 1.06
105 135 0.99
105 150 0.82
105 39 0.74
106 160 0.59
106 257 0.77
106 163 1.3
107 50 0.52
107 266 0.68
107 122 1.1
108 206 1.46
108 152 3.09
108 59 0.65
109 234 0.62
109 268 0.94
109 144 0.36
110 79 1.19
110 101 0.79
110 294 0.55
111 115 2.24
111 208 0.5
111 297 0.78
112 142 3.09
112 34 0.5
112 6 0.69
113 27 2.06
113 203 1.17
113 71 0.8
114 238 1.66
114 119 0.97
114 128 1.21
115 248 0.81
115 100 0.35
115 269 2.07
116 99 3.22
116 80 1.27
116 127 0.89
117 83 1.11
117 222 0.96
117 201 0.97
118 296 1.27
118 80 0.62
118 78 0.82
119 162 0.8
119 78 1.36
119 89 1.41
120 300 0.6
120 227 1.83
120 3 0.53
121 144 0.38
121 94 0.93
121 169 1.15
122 18 3.74
122 212 1.36
122 232 1.35
123 194 2.22
123 162 0.64
123 294 1.28
124 275 1.75
124 177 2.08
124 201 0.82
125 149 0.66
125 235 1.35
125 26 0.73
126 39 1.04
126 5 0.94
126 286 0.8
127 231 0.9
127 181 2.09
127 128 0.71
128 114 0.85
128 116 0.9
128 256 0.63
129 2 3.07
129 241 0.59
129 4 0.57
130 126 1.3
130 282 0.86
130 142 1.01
131 10 2.2
131 174 1.38
131 279 1.46
132 265 0.85
132 112 1.64
132 27 4.39
133 129 1.82
133 26 0.52
133 9 1.19
134 65 0.64
134 66 1.22
134 82 0.98
135 130 0.94
135 9 1.35
135 241 1.45
136 252 2.22
136 51 1.01
136 37 0.76
137 245 1.36
137 50 0.49
137 89 1.26
138 12 1.8
138 113 0.79
138 125 1.08
139 245 0.8
139 205 1.1
139 37 4.99
140 81 0.85
140 68 0.66
140 194 0.64
141 229 0.55
141 200 0.69
141 135 2.66
142 114 0.62
142 165 1.63
142 267 0.81
143 248 1.36
143 48 2.13
143 180 0.59
144 185 1.01
144 298 0.53
144 187 0.56
145 300 0.53
145 272 1.46
145 210 1.4
146 166 1.14
146 105 1.24
146 118 3.19
147 209 0.57
147 271 0.43
147 29 0.89
148 57 0.72
148 39 1.31
148 168 1.0
149 112 0.9
149 224 0.45
149 191 1.14
150 62 1.84
150 155 0.49
150 201 1.97
151 262 2.02
151 32 0.82
151 266 0.75
152 253 0.89
152 160 0.85
152 139 1.25
153 201 1.57
153 152 1.05
153 187 1.49
154 81 1.52
154 81 0.63
154 182 1.08
155 215 0.53
155 163 1.56
155 201 0.97
156 177 0.43
156 213 1.17
156 202 0.64
157 31 1.55
157 152 0.51
157 251 1.47
158 286 0.82
158 28 1.11
158 49 1.04
159 16 0.55
159 59 2.21
159 283 0.6
160 6 1.69
160 66 0.95
160 15 0.88
161 162 2.24
161 1 0.58
161 267 1.35
162 160 0.56
162 21 2.87
162 37 0.94
163 88 0.82
163 48 0.58
163 55 1.15
164 7 0.56
164 171 0.43
164 40 0.95
165 77 1.81
165 200 1.5
165 111 1.02
166 27 1.17
166 48 0.85
166 88 0.59
167 229 0.89
167 64 1.73
167 276 0.74
168 52 0.82
168 150 1.77
168 2 0.81
169 153 1.63
169 150 1.03
169 135 1.3
170 72 1.55
170 202 1.12
170 221 0.5
171 182 1.6
171 246 0.9
171 221 2.62
172 272 1.06
172 208 1.24
172 258 1.06
173 252 1.78
173 150 0.51
173 287 0.67
174 55 1.83
174 114 0.94
174 4 0.32
175 213 1.54
175 85 0.67
175 188 0.27
176 9 0.85
176 262 0.59
176 157 1.57
177 18 0.83
177 32 1.09
177 146 1.26
178 74 0.3
178 249 0.6
178 267 2.92
179 225 2.49
179 285 1.32
179 49 1.26
180 259 0.94
180 262 0.71
180 274 1.23
181 278 0.77
181 158 2.04
181 159 0.42
182 115 0.52
182 288 1.45
182 115 0.45
183 34 0.51
183 151 1.09
183 112 1.61
184 100 0.69
184 185 1.39
184 180 1.66
185 96 0.98
185 56 0.55
185 19 2.35
186 88 1.44
186 219 1.18
186 77 0.33
187 146 0.65
187 117 0.63
187 97 0.54
188 172 0.7
188 276 1.94
188 117 1.61
189 287 1.73
189 264 0.75
189 298 0.68
190 203 1.31
190 143 0.85
190 118 0.64
191 35 1.53
191 283 0.85
191 37 1.04
192 171 1.07
192 285 1.12
192 279 1.88
193 272 0.99
193 70 2.87
193 148 1.22
194 56 0.44
194 228 1.85
194 13 1.11
195 250 0.81
195 292 0.76
195 152 1.05
196 194 1.24
196 238 1.35
196 6 0.96
197 11 1.98
197 56 1.24
197 179 3.86
198 178 1.04
198 107 1.3
198 109 1.08
199 107 0.44
199 24 2.07
199 139 0.43
200 78 0.61
200 223 1.72
200 60 0.71
201 102 1.67
201 216 1.02
201 232 0.98
202 238 0.54
202 70 0.97
202 187 1.2
203 179 0.78
203 67 0.27
203 129 0.99
204 114 1.35
204 147 2.67
204 201 0.96
205 92 0.77
205 216 0.79
205 196 1.43
206 274 0.87
206 229 0.66
206 162 0.95
207 285 0.5
207 75 0.84
207 63 1.26
208 234 0.37
208 140 1.19
208 92 0.83
209 161 0.68
209 176 1.32
209 232 1.25
210 264 0.76
210 45 1.49
210 218 0.59
211 286 0.8
211 200 1.23
211 171 3.52
212 141 0.36
212 160 1.59
212 48 0.99
213 145 0.58
213 220 1.21
213 38 0.56
214 87 1.37
214 3 1.3
214 147 1.52
215 5 1.71
215 295 1.12
215 123 1.62
216 51 0.46
216 285 0.89
216 270 1.03
217 179 1.03
217 236 1.46
217 109 0.99
218 249 1.38
218 270 0.37
218 148 1.57
219 49 1.7
219 217 1.15
219 88 1.32
220 164 2.81
220 227 1.77
220 245 1.63
221 5 1.17
221 188 1.32
221 24 1.32
222 222 1.42
222 51 1.52
222 189 0.95
223 74 0.59
223 222 1.27
223 76 1.65
224 129 1.2
224 111 0.71
224 15 0.74
225 144 2.0
225 262 0.67
225 95 1.37
226 269 1.19
226 55 0.46
226 62 0.44
227 107 1.56
227 173 1.42
227 23 0.4
228 123 1.97
228 10 0.51
228 148 1.44
229 22 1.22
229 21 1.16
229 48 0.99
230 120 1.84
230 123 1.45
230 198 0.8
231 25 0.77
231 231 1.13
231 41 1.54
232 228 0.44
232 286 0.78
232 13 1.05
233 35 0.93
233 70 0.65
233 27 0.69
234 246 1.22
234 143 0.88
234 95 0.3
235 30 1.06
235 242 0.53
235 243 0.8
236 284 0.79
236 132 2.31
236 253 0.59
237 273 0.41
237 256 0.73
237 61 0.91
238 69 1.41
238 114 1.11
238 263 0.62
239 221 1.04
239 153 0.65
239 64 0.55
240 158 1.09
240 213 0.76
240 139 0.37
241 104 0.85
241 230 0.56
241 165 1.47
242 186 1.24
242 236 1.59
242 204 0.5
243 233 0.65
243 7 2.19
243 174 1.33
244 132 0.63
244 18 0.89
244 98 0.62
245 118 1.08
245 198 0.51
245 117 0.23
246 181 0.64
246 47 1.69
246 194 1.25
247 136 1.1
247 286 0.73
247 173 0.99
248 80 0.37
248 262 0.73
248 239 1.53
249 165 0.54
249 137 0.5
249 186 1.17
250 14 1.87
250 254 0.28
250 6 0.75
251 66 0.74
251 296 0.6
251 89 0.37
252 35 1.52
252 200 0.32
252 210 1.48
253 18 0.81
253 191 1.06
253 279 1.29
254 94 0.86
254 139 2.3
254 193 1.46
255 293 0.58
255 265 0.54
255 265 1.58
256 299 2.17
256 73 0.58
256 35 1.05
257 71 1.31
257 288 0.31
257 8 1.49
258 185 0.38
258 189 1.06
258 42 1.06
259 263 1.56
259 101 1.16
259 113 2.53
260 97 0.9
260 26 1.31
260 40 0.9
261 257 0.85
261 50 1.52
261 103 0.97
262 79 1.21
262 75 0.66
262 18 1.3
263 236 1.24
263 265 0.86
263 216 1.09
264 259 0.44
264 240 0.86
264 206 1.42
265 299 1.63
265 185 0.38
265 50 0.88
266 208 0.82
266 178 2.35
266 149 0.86
267 282 0.87
267 287 1.59
267 250 0.71
268 141 0.84
268 241 1.03
268 54 0.88
269 93 1.72
269 67 0.46
269 23 0.73
270 164 1.59
270 17 1.88
270 81 1.05
271 175 1.31
271 79 0.95
271 267 0.47
272 139 1.89
272 289 0.72
272 100 0.43
273 46 1.07
273 198 0.76
273 240 1.26
274 283 0.56
274 73 0.69
274 131 1.98
275 208 1.48
275 227 0.88
275 11 0.81
276 109 0.79
276 276 0.91
276 195 0.79
277 41 0.65
277 166 1.32
277 294 1.04
278 142 0.83
278 90 1.19
278 160 0.37
279 273 1.18
279 224 0.65
279 35 0.76
280 238 0.5
280 25 1.23
280 114 1.43
281 139 0.71
281 106 0.78
281 289 0.48
282 248 1.32
282 54 0.84
282 196 1.24
283 104 0.83
283 163 1.74
283 73 0.89
284 157 0.92
284 9 1.04
284 73 1.2
285 235 2.35
285 83 0.82
285 30 0.94
286 202 1.5
286 43 1.9
286 133 2.04
287 26 0.79
287 79 2.81
287 207 0.49
288 16 1.39
288 72 1.32
288 11 2.99
289 69 3.47
289 165 1.02
289 286 1.34
290 219 0.44
290 96 1.12
290 230 0.35
291 55 0.69
291 78 0.25
291 86 2.06
292 212 3.47
292 47 1.6
292 273 0.61
293 300 0.81
293 36 0.39
293 3 0.84
294 275 0.82
294 122 0.62
294 20 0.85
295 21 0.91
295 233 0.8
295 55 1.48
296 250 0.51
296 224 4.43
296 252 1.16
297 123 0.61
297 112 0.97
297 95 1.52
298 191 0.99
298 8 1.13
298 163 2.5
299 210 0.51
299 151 1.02
299 260 1.51
