source target weight
204 126 0.88
204 305 0.44
205 131 0.83
205 244 0.64
205 314 2.1
206 311 1.23
206 200 1.0
206 94 0.89
207 265 2.54
207 229 1.31
207 251 0.97
208 69 1.34
208 206 0.48
208 133 1.12
209 172 0.8
209 268 1.72
209 26 1.4
210 370 0.64
210 292 0.41
210 396 0.59
211 314 1.25
211 13 0.85
211 48 0.65
212 40 0.58
212 254 0.6
212 158 0.51
213 7 2.85
213 55 1.13
213 2 1.96
214 88 0.41
214 131 0.89
214 115 2.01
215 303 1.88
215 11 1.18
215 55 1.09
216 41 0.89
216 322 0.83
216 110 1.68
217 65 0.83
217 298 0.59
217 82 1.16
218 122 0.87
218 37 2.01
218 9 1.14
219 231 1.27
219 40 1.76
219 282 1.84
220 395 1.75
220 152 0.64
220 384 0.78
221 131 0.87
221 351 0.68
221 395 1.08
222 252 0.58
222 163 1.14
222 155 1.15
223 178 1.43
223 46 1.54
223 67 1.02
224 347 1.57
224 199 1.23
224 167 0.53
225 278 0.83
225 251 0.62
225 328 0.9
226 321 1.21
226 68 0.83
226 218 0.55
227 43 1.02
227 368 1.16
227 40 1.38
228 279 0.4
228 165 0.8
228 92 0.91
229 10 0.87
229 332 0.98
229 300 1.69
230 253 1.29
230 333 1.3
230 146 0.81
231 118 0.78
231 155 0.42
231 369 0.41
232 188 1.01
232 266 1.32
232 141 1.62
233 247 1.33
233 106 0.42
233 358 0.51
234 46 1.65
234 107 1.74
234 366 1.05
235 177 1.07
235 318 1.74
235 169 1.36
236 200 0.58
236 325 0.9
236 135 0.77
237 382 1.28
237 241 0.91
237 331 1.0
238 348 1.21
238 72 1.44
238 56 1.33
239 251 1.17
239 392 0.72
239 21 0.75
240 380 1.03
240 127 0.55
240 193 0.53
241 305 3.09
241 189 1.53
241 101 0.97
242 22 0.88
242 128 0.74
242 217 1.53
243 83 0.97
243 10 0.93
243 2 1.26
244 34 0.96
244 299 2.0
244 94 1.72
245 267 0.85
245 343 0.62
245 278 1.76
246 62 1.07
246 99 2.3
246 53 0.66
247 18 1.36
247 81 0.78
247 10 0.3
248 142 0.4
248 129 1.43
248 257 0.74
249 380 1.67
249 41 0.65
249 71 0.87
250 336 0.68
250 319 1.52
250 232 1.1
251 175 1.23
251 233 2.01
251 61 0.59
252 174 0.84
252 49 0.77
252 9 0.6
253 290 0.79
253 172 1.55
253 182 0.66
254 66 1.88
254 368 0.73
254 181 1.09
255 36 1.44
255 18 1.2
255 336 1.24
256 152 0.94
256 124 1.18
256 216 1.36
257 236 1.34
257 192 0.39
257 292 0.61
258 391 1.36
258 220 2.41
258 381 0.89
259 363 0.97
259 221 1.03
259 308 1.07
260 323 1.39
260 71 1.91
260 40 1.22
261 118 0.72
261 315 1.72
261 183 0.6
262 67 1.74
262 203 1.92
262 118 1.3
263 247 0.89
263 83 0.58
263 151 1.8
264 309 3.1
264 319 0.72
264 320 0.63
265 31 0.86
265 174 0.9
265 86 0.69
266 114 0.97
266 218 3.0
266 294 2.31
267 187 0.71
267 58 2.26
267 319 1.77
268 381 2.31
268 92 1.02
268 349 2.0
269 5 1.48
269 173 2.26
269 221 0.97
270 320 1.59
270 151 1.08
270 184 0.88
271 288 1.49
271 204 0.85
271 251 2.24
272 295 1.53
272 54 0.72
272 156 2.05
273 339 2.69
273 170 1.21
273 289 2.29
274 177 0.47
274 236 0.62
274 99 0.96
275 140 0.34
275 272 0.87
275 247 1.5
276 400 0.61
276 151 1.09
276 220 0.8
277 50 1.23
277 56 1.0
277 18 0.82
278 2 0.57
278 262 1.4
278 394 0.46
279 286 1.32
279 123 0.62
279 99 0.99
280 70 1.07
280 13 1.03
280 289 1.21
281 153 1.59
281 62 1.62
281 240 1.68
282 388 0.36
282 240 1.27
282 279 0.85
283 179 0.67
283 277 1.6
283 42 0.52
284 89 0.73
284 99 0.38
284 233 0.91
285 364 0.99
285 128 1.43
285 306 0.44
286 75 1.32
286 109 0.82
286 321 2.23
287 107 0.95
287 125 1.09
287 61 1.84
288 81 0.75
288 395 0.89
288 210 0.72
289 17 1.63
289 17 0.27
289 14 0.71
290 13 2.07
290 125 0.61
290 57 1.28
291 360 0.55
291 164 1.46
291 292 2.35
292 142 1.67
292 181 0.97
292 136 1.92
293 89 0.8
293 309 1.09
293 370 0.64
294 317 0.68
294 355 0.45
294 125 1.57
295 204 0.8
295 261 1.41
295 3 0.79
296 275 0.61
296 294 0.91
296 353 1.19
297 195 1.53
297 93 0.98
297 264 1.13
298 367 1.59
298 1 2.14
298 71 1.94
299 135 0.82
299 93 0.87
299 168 0.54
300 223 0.87
300 385 1.27
300 375 1.1
301 37 0.98
301 351 0.72
301 84 1.83
302 38 1.74
302 127 1.06
302 367 1.13
303 129 1.15
303 179 0.44
303 242 2.72
304 20 1.64
304 196 0.89
304 190 1.52
305 85 0.41
305 329 2.06
305 295 1.23
306 34 1.36
306 35 1.93
306 19 0.45
307 41 1.63
307 350 0.45
307 352 1.08
308 52 1.13
308 64 0.87
308 27 1.38
309 97 0.82
309 202 1.13
309 139 1.54
310 348 0.72
310 91 0.82
310 238 0.63
311 107 0.54
311 341 1.51
311 133 0.53
312 197 0.9
312 54 0.38
312 122 1.19
313 252 0.91
313 135 0.96
313 261 0.71
314 223 2.98
314 359 1.79
314 296 0.57
315 211 0.8
315 96 0.44
315 238 1.7
316 391 4.53
316 150 0.99
316 239 1.94
317 3 0.68
317 173 1.51
317 382 1.78
318 172 1.41
318 228 0.56
318 124 1.93
319 257 0.66
319 261 0.34
319 180 0.75
320 67 0.69
320 16 0.99
320 22 1.63
321 134 1.65
321 63 0.65
321 344 1.24
322 221 1.45
322 280 0.98
322 172 0.65
323 74 0.66
323 300 1.35
323 168 0.69
324 59 0.97
324 69 1.34
324 77 0.41
325 303 1.25
325 339 1.12
325 294 0.91
326 319 0.99
326 41 0.88
326 239 1.9
327 375 1.13
327 321 0.63
327 136 0.89
328 136 0.91
328 144 1.02
328 12 1.82
329 51 2.05
329 206 1.76
329 301 0.69
330 373 3.39
330 304 0.86
330 307 1.22
331 250 2.67
331 65 0.57
331 286 0.4
332 243 0.59
332 91 1.1
332 137 0.9
333 267 0.99
333 148 1.4
333 301 1.0
334 342 0.63
334 199 0.71
334 372 1.13
335 1 1.07
335 124 2.2
335 66 0.95
336 358 1.33
336 35 1.27
336 335 0.84
337 266 0.66
337 340 1.85
337 330 0.73
338 250 0.75
338 20 2.84
338 168 1.43
339 191 0.49
339 94 3.74
339 138 0.55
340 59 1.66
340 9 1.51
340 166 1.85
341 226 2.02
341 109 0.65
341 261 0.94
342 41 0.71
342 38 1.05
342 356 0.79
343 397 0.53
343 68 1.33
343 324 0.89
344 249 1.51
344 71 0.74
344 222 1.27
345 339 0.77
345 44 1.42
345 119 0.66
346 146 1.07
346 337 0.38
346 190 0.72
347 12 1.09
347 114 1.04
347 318 1.3
348 263 1.46
348 395 0.75
348 347 0.82
349 302 1.06
349 287 0.63
349 283 1.31
350 210 1.0
350 379 1.14
350 228 1.55
351 228 1.11
351 279 0.89
351 173 1.7
352 207 0.96
352 292 0.57
352 113 1.1
353 233 0.92
353 198 0.49
353 198 0.36
354 75 0.8
354 285 1.41
354 75 1.36
355 199 0.99
355 348 1.8
355 112 1.2
356 167 1.15
356 245 1.05
356 172 0.74
357 176 0.66
357 107 1.86
357 64 1.59
358 207 0.87
358 378 0.97
358 197 0.53
359 392 2.03
359 225 0.85
359 394 1.32
360 137 0.81
360 315 1.47
360 72 1.82
361 71 1.24
361 306 1.76
361 397 1.37
362 342 1.42
362 289 0.45
362 73 0.55
363 185 0.74
363 387 0.61
363 163 0.41
364 84 1.15
364 16 0.75
364 55 0.87
365 188 1.46
365 144 0.95
365 246 0.49
366 205 1.77
366 299 1.71
366 244 1.14
367 169 0.94
367 337 1.03
367 119 0.79
368 311 1.54
368 395 0.56
368 67 0.73
369 225 1.1
369 266 0.98
369 195 1.21
370 267 0.78
370 330 0.61
370 315 2.03
371 357 2.04
371 29 1.13
371 171 0.69
372 212 1.28
372 143 1.82
372 6 0.65
373 387 0.74
373 386 1.14
373 204 0.72
374 315 1.17
374 130 0.92
374 370 0.43
375 188 1.71
375 205 2.76
375 188 0.37
376 245 0.78
376 1 0.49
376 112 1.3
377 155 0.57
377 149 1.57
377 338 0.3
378 140 0.95
378 61 0.51
378 189 1.19
379 281 3.78
379 350 0.93
379 104 2.55
380 82 0.59
380 325 0.86
380 153 1.74
381 255 0.54
381 53 1.29
381 203 1.28
382 219 1.86
382 155 1.58
382 298 0.86
383 35 0.85
383 318 1.11
383 87 1.19
384 293 1.34
384 176 1.4
384 94 0.57
385 362 0.61
385 181 1.61
385 72 0.77
386 185 1.29
386 308 0.44
386 69 1.09
387 286 0.99
387 244 2.43
387 386 1.58
388 35 0.95
388 282 1.13
388 87 2.04
389 149 0.51
389 48 0.91
389 164 0.51
390 361 0.69
390 108 1.93
390 305 4.07
391 130 1.47
391 25 1.31
391 379 2.42
392 252 1.45
392 255 1.31
392 67 0.84
393 211 0.74
393 184 0.85
393 299 0.68
394 111 0.7
394 109 1.44
394 170 1.04
395 291 1.11
395 67 2.54
395 134 0.61
396 130 1.11
396 230 0.48
396 314 1.84
397 227 1.42
397 18 0.52
397 398 0.85
398 57 5.1
398 395 1.36
398 318 0.84
399 249 0.63
399 260 1.61
399 385 1.46
