source target weight
299 878 1.61
299 172 0.58
299 494 1.06
300 346 1.05
300 605 0.86
300 8 2.61
301 22 1.14
301 137 1.07
301 261 1.6
302 634 0.97
302 38 0.89
302 177 1.11
303 805 0.54
303 795 0.49
303 182 1.12
304 802 2.33
304 501 2.49
304 179 0.93
305 492 1.48
305 157 0.95
305 882 0.64
306 546 0.79
306 677 0.9
306 603 0.28
307 50 0.97
307 776 0.81
307 283 0.65
308 13 1.86
308 758 1.05
308 429 0.56
309 404 1.5
309 355 0.73
309 763 1.21
310 267 0.79
310 371 0.47
310 598 0.6
311 605 2.11
311 134 0.61
311 244 1.03
312 118 1.33
312 399 0.63
312 520 0.98
313 805 0.65
313 137 1.17
313 665 1.38
314 446 1.37
314 646 0.98
314 665 1.65
315 383 0.53
315 45 1.15
315 883 1.29
316 674 0.52
316 487 0.69
316 809 0.86
317 213 0.48
317 93 0.88
317 554 2.2
318 169 0.39
318 618 3.9
318 244 0.55
319 98 1.18
319 819 0.87
319 334 2.13
320 577 0.7
320 402 1.34
320 672 0.95
321 205 0.74
321 649 0.98
321 667 0.85
322 33 0.41
322 357 1.22
322 275 1.38
323 560 1.05
323 811 0.59
323 756 0.67
324 795 0.64
324 383 0.59
324 549 0.93
325 487 1.34
325 782 0.8
325 834 1.05
326 148 0.62
326 407 0.48
326 185 0.83
327 120 1.11
327 258 0.71
327 463 1.45
328 689 1.63
328 268 1.42
328 270 1.43
329 454 2.91
329 494 2.74
329 751 0.55
330 166 2.71
330 222 0.4
330 364 0.87
331 383 0.72
331 671 1.08
331 440 0.74
332 360 0.6
332 75 2.27
332 863 3.39
333 458 0.97
333 399 0.83
333 613 1.58
334 771 1.45
334 843 1.25
334 650 0.88
335 127 1.68
335 715 1.31
335 355 1.77
336 867 0.69
336 492 0.8
336 640 1.12
337 19 2.04
337 856 1.22
337 227 0.99
338 699 0.93
338 847 0.82
338 28 1.38
339 579 1.16
339 99 1.64
339 528 1.69
340 339 0.28
340 550 1.07
340 620 0.84
341 35 2.09
341 280 3.7
341 189 0.84
342 529 0.68
342 655 1.69
342 249 0.92
343 824 1.15
343 548 0.43
343 399 0.85
344 393 0.6
344 52 0.86
344 18 1.55
345 351 0.68
345 52 1.8
345 597 1.98
346 615 0.42
346 894 1.13
346 256 0.51
347 895 0.69
347 604 0.9
347 833 0.77
348 211 1.51
348 153 0.86
348 342 2.67
349 897 0.87
349 747 0.56
349 520 0.32
350 458 0.99
350 675 1.14
350 4 1.45
351 501 0.68
351 826 0.9
351 505 0.75
352 11 1.27
352 795 1.44
352 567 0.33
353 230 0.89
353 894 2.35
353 602 1.36
354 150 1.18
354 189 0.62
354 269 1.36
355 712 1.33
355 723 0.63
355 651 0.96
356 664 1.33
356 314 0.61
356 787 1.36
357 221 0.41
357 379 1.04
357 32 1.44
358 579 1.86
358 305 1.77
358 360 1.73
359 388 0.41
359 572 0.73
359 455 0.61
360 857 0.47
360 852 1.3
360 561 1.36
361 84 1.05
361 567 1.56
361 520 0.66
362 365 0.69
362 634 1.66
362 211 0.8
363 771 0.43
363 803 2.7
363 614 0.39
364 593 0.75
364 27 1.53
364 102 0.65
365 415 1.61
365 650 2.57
365 463 1.33
366 5 0.7
366 635 0.8
366 313 1.17
367 35 0.71
367 313 0.88
367 430 0.75
368 200 0.49
368 88 0.98
368 430 1.15
369 91 2.3
369 557 0.76
369 683 0.65
370 396 1.27
370 819 1.44
370 720 1.59
371 418 0.99
371 295 2.15
371 206 0.8
372 312 1.55
372 353 1.5
372 549 1.29
373 833 1.16
373 762 0.71
373 771 1.51
374 238 0.7
374 4 2.54
374 745 0.71
375 348 1.24
375 567 1.07
375 132 0.63
376 267 2.98
376 412 0.63
376 83 1.29
377 507 1.05
377 441 1.17
377 898 0.68
378 776 0.59
378 230 0.38
378 626 1.36
379 342 0.77
379 651 0.27
379 210 0.53
380 434 1.35
380 628 1.2
380 439 1.26
381 7 0.44
381 195 0.83
381 718 1.18
382 559 0.74
382 822 1.2
382 772 0.83
383 882 0.86
383 444 0.63
383 320 2.05
384 115 0.69
384 798 0.65
384 813 0.63
385 246 0.81
385 588 0.78
385 532 0.77
386 271 1.44
386 510 1.0
386 180 0.64
387 707 1.43
387 676 1.89
387 153 1.58
388 431 1.07
388 104 2.04
388 123 0.61
389 740 0.8
389 161 1.1
389 75 1.53
390 290 1.64
390 760 1.52
390 315 1.67
391 366 1.72
391 594 1.38
391 478 2.45
392 68 0.95
392 681 0.97
392 582 0.71
393 422 1.07
393 440 0.95
393 57 1.58
394 844 0.65
394 486 1.02
394 573 0.44
395 597 2.07
395 855 1.03
395 866 1.2
396 249 1.13
396 465 1.12
396 605 1.69
397 828 0.64
397 371 1.33
397 862 1.07
398 208 1.67
398 460 0.33
398 560 3.14
399 574 0.77
399 404 3.13
399 285 0.85
400 48 0.77
400 796 1.65
400 124 1.83
401 859 1.15
401 423 1.04
401 722 0.69
402 787 1.3
402 372 0.76
402 41 1.1
403 111 1.58
403 777 1.75
403 757 0.92
404 557 1.61
404 346 1.42
404 383 0.79
405 767 2.02
405 787 1.52
405 670 1.11
406 202 0.52
406 378 1.73
406 205 1.12
407 807 2.24
407 864 0.77
407 758 1.86
408 183 1.09
408 880 0.62
408 723 1.35
409 685 0.75
409 468 1.86
409 54 0.73
410 24 0.96
410 643 1.24
410 87 1.15
411 508 0.31
411 581 0.63
411 495 1.23
412 643 0.74
412 504 0.59
412 47 0.54
413 778 1.37
413 558 0.77
413 423 1.02
414 57 1.21
414 836 1.29
414 240 1.53
415 265 1.06
415 409 0.42
415 477 1.07
416 663 2.28
416 89 2.68
416 186 0.72
417 206 0.75
417 138 0.7
417 805 1.98
418 293 2.22
418 282 0.15
418 650 1.02
419 256 2.87
419 532 0.5
419 104 1.5
420 145 2.94
420 683 1.09
420 786 0.83
421 303 1.24
421 22 1.14
421 789 1.7
422 834 1.25
422 354 0.55
422 624 0.38
423 867 0.76
423 223 0.43
423 296 0.46
424 634 1.07
424 402 2.33
424 540 1.38
425 70 0.62
425 287 1.23
425 643 2.28
426 93 1.08
426 218 0.7
426 464 0.99
427 226 1.98
427 700 0.57
427 105 1.38
428 471 1.49
428 224 2.17
428 458 0.89
429 369 0.81
429 86 0.88
429 231 1.1
430 635 1.62
430 747 0.89
430 332 1.97
431 824 1.02
431 376 0.88
431 231 1.51
432 450 2.16
432 673 1.18
432 214 0.64
433 261 0.68
433 172 0.45
433 310 0.65
434 39 1.14
434 798 0.57
434 496 0.69
435 155 1.19
435 350 0.66
435 304 1.33
436 244 0.87
436 551 0.55
436 810 1.14
437 807 0.57
437 14 1.05
437 182 0.48
438 897 3.96
438 411 1.09
438 484 1.35
439 376 1.53
439 172 2.52
439 878 1.19
440 150 1.06
440 276 0.39
440 467 1.36
441 215 1.35
441 484 0.79
441 375 0.43
442 210 0.44
442 478 0.24
442 839 0.63
443 480 0.46
443 414 1.04
443 757 0.39
444 506 1.04
444 429 0.92
444 623 1.35
445 42 0.47
445 663 0.43
445 743 0.91
446 747 0.92
446 702 0.63
446 114 0.75
447 817 0.46
447 63 0.47
447 571 1.57
448 297 0.87
448 402 0.78
448 4 0.9
449 648 0.87
449 684 1.47
449 632 1.17
450 674 1.18
450 150 1.34
450 439 1.53
451 224 0.62
451 410 0.88
451 577 0.65
452 260 3.0
452 286 1.21
452 282 0.94
453 402 2.36
453 379 1.08
453 546 1.91
454 716 1.38
454 235 0.71
454 381 0.92
455 805 1.83
455 227 0.53
455 884 0.67
456 548 0.71
456 273 1.27
456 510 0.74
457 158 0.66
457 616 0.98
457 674 1.98
458 194 1.65
458 432 0.74
458 148 0.96
459 455 2.62
459 60 1.16
459 849 0.9
460 493 1.75
460 294 0.34
460 570 0.95
461 194 1.52
461 525 1.78
461 806 0.88
462 409 1.1
462 848 0.55
462 875 1.06
463 851 0.99
463 16 0.72
463 202 2.81
464 692 2.02
464 303 0.74
464 408 0.61
465 249 1.36
465 684 0.76
465 125 1.52
466 98 0.99
466 445 0.87
466 500 1.25
467 191 1.33
467 822 0.59
467 23 1.59
468 423 0.3
468 179 0.6
468 134 2.0
469 319 1.03
469 456 0.66
469 669 0.48
470 251 1.94
470 214 1.4
470 112 2.06
471 632 0.45
471 78 1.44
471 546 1.51
472 669 2.62
472 186 1.6
472 298 1.54
473 171 0.72
473 841 0.48
473 820 1.41
474 414 0.73
474 732 1.36
474 771 0.96
475 47 1.05
475 168 1.35
475 813 1.26
476 810 1.18
476 498 0.94
476 588 1.26
477 450 0.77
477 423 0.53
477 49 1.02
478 382 0.74
478 701 0.47
478 416 1.13
479 124 0.54
479 731 1.03
479 570 0.54
480 529 1.87
480 782 0.56
480 128 1.03
481 568 1.74
481 705 3.08
481 733 2.72
482 564 1.24
482 348 0.73
482 780 1.02
483 481 1.57
483 817 0.64
483 679 0.64
484 199 1.55
484 476 0.56
484 129 1.0
485 194 0.7
485 477 1.29
485 458 0.52
486 113 1.15
486 477 1.24
486 77 1.83
487 820 0.73
487 479 1.74
487 527 0.73
488 830 2.77
488 714 2.15
488 218 1.25
489 649 2.37
489 301 1.24
489 1 1.03
490 265 0.47
490 55 1.41
490 272 0.52
491 58 1.48
491 161 2.37
491 657 0.71
492 641 2.01
492 719 1.77
492 451 1.16
493 722 1.54
493 276 0.39
493 432 0.75
494 681 0.79
494 514 0.8
494 799 0.85
495 87 0.82
495 43 1.09
495 893 2.01
496 19 0.42
496 636 1.03
496 162 0.89
497 703 1.19
497 78 0.65
497 861 1.97
498 314 0.78
498 755 1.32
498 843 0.74
499 166 0.97
499 52 0.54
499 186 0.6
500 689 2.28
500 740 0.72
500 376 1.1
501 619 1.04
501 632 0.53
501 727 0.86
502 509 0.76
502 551 0.55
502 713 0.58
503 152 1.86
503 313 1.48
503 448 0.76
504 365 1.25
504 711 0.61
504 77 1.26
505 352 1.35
505 828 0.91
505 324 1.16
506 662 1.99
506 722 1.6
506 473 0.65
507 324 0.95
507 481 1.92
507 461 0.71
508 214 0.88
508 338 1.24
508 656 0.93
509 430 1.82
509 438 1.34
509 20 1.95
510 837 0.95
510 123 1.11
510 115 1.04
511 861 1.53
511 148 0.6
511 465 0.65
512 811 2.04
512 467 1.34
512 503 0.96
513 436 0.6
513 66 1.09
513 756 1.2
514 154 0.65
514 85 0.41
514 853 0.64
515 705 0.79
515 639 1.43
515 106 1.16
516 398 1.24
516 872 1.3
516 863 0.86
517 214 1.18
517 607 0.54
517 146 1.11
518 216 1.59
518 48 0.57
518 670 2.32
519 524 1.17
519 267 0.59
519 534 1.29
520 77 0.72
520 666 1.33
520 860 1.28
521 178 0.78
521 200 1.37
521 35 1.73
522 159 0.62
522 492 0.49
522 110 1.43
523 374 0.98
523 539 0.41
523 375 1.29
524 737 0.85
524 664 0.39
524 24 0.27
525 398 0.76
525 694 0.71
525 676 0.73
526 277 0.85
526 567 0.81
526 748 1.35
527 490 1.31
527 242 0.84
527 758 1.28
528 161 0.46
528 84 0.84
528 14 0.4
529 683 1.21
529 514 1.43
529 688 0.82
530 367 0.75
530 461 0.63
530 688 1.81
531 430 0.99
531 574 0.95
531 227 0.69
532 4 0.59
532 840 1.94
532 658 0.59
533 820 0.6
533 640 1.48
533 234 1.14
534 653 1.46
534 668 0.75
534 193 1.54
535 870 1.36
535 391 1.16
535 127 0.5
536 227 1.3
536 89 1.9
536 611 0.91
537 556 0.63
537 743 1.2
537 120 2.08
538 751 0.95
538 734 0.58
538 800 1.05
539 437 0.77
539 418 1.52
539 450 0.23
540 682 0.71
540 769 1.16
540 409 1.19
541 858 2.05
541 149 0.58
541 266 0.54
542 453 0.72
542 430 1.06
542 558 1.17
543 128 0.83
543 423 4.69
543 730 0.69
544 393 0.95
544 214 0.89
544 643 0.73
545 43 2.14
545 840 1.12
545 783 1.69
546 317 1.05
546 838 0.84
546 318 0.59
547 4 0.78
547 69 1.6
547 436 0.8
548 307 1.17
548 217 1.19
548 474 0.87
549 727 0.72
549 27 0.45
549 664 0.53
550 741 1.52
550 648 1.19
550 877 1.19
551 84 4.25
551 882 0.59
551 103 1.3
552 743 0.95
552 886 1.44
552 47 1.34
553 456 1.01
553 195 0.75
553 886 0.71
554 533 0.91
554 603 1.3
554 112 1.23
555 403 0.56
555 412 1.22
555 420 1.25
556 630 2.28
556 129 1.63
556 391 1.3
557 188 1.14
557 371 0.75
557 698 0.82
558 466 1.5
558 479 0.76
558 828 1.59
559 78 0.57
559 462 1.36
559 743 1.41
560 434 1.36
560 160 1.87
560 652 1.37
561 161 0.53
561 649 0.73
561 205 0.72
562 333 1.04
562 114 1.51
562 754 0.72
563 601 2.29
563 721 1.27
563 196 1.3
564 57 0.87
564 248 0.75
564 55 0.54
565 541 2.06
565 411 2.09
565 236 2.0
566 714 0.94
566 409 1.31
566 54 1.87
567 413 0.95
567 220 1.83
567 791 0.42
568 515 0.75
568 577 0.88
568 438 0.84
569 58 0.64
569 40 0.63
569 358 0.77
570 709 1.27
570 624 3.94
570 587 0.21
571 552 1.72
571 623 1.04
571 796 0.92
572 767 1.0
572 204 0.51
572 361 3.54
573 296 0.35
573 728 1.35
573 690 0.41
574 224 1.74
574 512 0.61
574 692 0.78
575 630 2.61
575 809 1.68
575 267 0.5
576 823 2.21
576 704 0.93
576 413 0.96
577 530 0.51
577 487 0.95
577 558 2.65
578 231 0.71
578 192 1.46
578 702 0.75
579 526 1.17
579 642 1.59
579 262 1.02
580 709 0.66
580 220 1.66
580 721 0.9
581 426 0.59
581 848 1.3
581 337 0.95
582 567 1.94
582 624 1.33
